index,MEC_NO,IDCARD_x,term_day,amt_median,amt_repay_median,no_mec,amt_1st,IDCARD_y,term_amt_repay_median,term_amt_1st,rate_amt_repay_median,rate_amt_1st
640.0,10024671761,20300.0,7.1375578703703715,1440.0,1540.0,10024671761,1540.0,4912,1.0,1.0,3.551245773774293,3.551245773774293
439.0,10023634999,20094.0,6.155428240740742,960.0,1400.0,10023634999,500.0,8025,1.0,2.0,27.177908688695045,2.4707189716995495
255.0,10022444505,19994.0,13.159085648148148,800.0,1000.0,10022444505,1000.0,5620,1.0,1.0,6.934372375092902,6.934372375092902
462.0,10023794822,19880.0,6.104780092592592,1275.0,1700.0,10023794822,1500.0,5850,1.0,1.0,19.929737815502044,10.551037667030496
34.0,10014880928,19511.0,14.08066550925926,1000.0,1900.0,10014880928,1240.0,10963,1.0,1.0,23.329863193183783,6.2212968515156755
458.0,10023777006,18879.0,6.138796296296296,1275.0,1785.0,10023777006,1500.0,6784,1.0,1.0,23.783164150288844,10.492572419245079
258.0,10022459736,18661.0,7.185381944444443,750.0,1250.0,10022459736,1000.0,14783,1.0,1.0,33.86505202016053,16.932526010080267
207.0,10021604488,18457.0,7.163854166666668,960.0,2200.0,10021604488,1000.0,17134,0.0,1.0,-50.95022756023439,2.1229261483430992
633.0,10024649352,18252.0,6.200219907407408,1750.0,2000.0,10024649352,2000.0,5928,1.0,1.0,8.40983996076688,8.40983996076688
433.0,10023589281,18116.0,8.325787037037038,2100.0,2000.0,10023589281,900.0,9948,1.0,2.0,-2.0876047277733245,-6.262814183319973
18.0,10014202877,17906.0,2.0212962962962964,1275.0,1014.7,10014202877,1526.88,21018,1.0,1.0,-36.86607205410794,35.67355447171999
27.0,10014745825,17676.0,11.876394675925924,1500.0,2000.0,10014745825,1000.0,66616,1.0,2.0,10.244410865975293,10.244410865975293
707.0,10025188717,17629.0,6.184305555555556,1600.0,1225.0,10025188717,2000.0,4180,1.0,1.0,-13.832899139847731,14.755092415837579
401.0,10023351414,16887.0,6.355711805555557,1125.0,1651.0,10023351414,1272.0,16307,1.0,1.0,26.851088123379828,7.504011319651776
385.0,10023268111,16825.0,6.265358796296296,1050.0,1500.0,10023268111,450.0,10684,1.0,2.0,24.967216805052345,-8.322405601684116
141.0,10018270597,16615.0,7.5135648148148135,500.0,603.5,10018270597,10.0,32588,1.0,50.0,10.05581263517219,0.0
526.0,10024295979,16398.0,7.33925925925926,750.0,1000.0,10024295979,1000.0,4787,1.0,1.0,16.577513120710535,16.577513120710535
472.0,10023866673,15817.0,7.126527777777778,1200.0,2200.0,10023866673,1248.0,5768,1.0,1.0,42.68090662820838,2.0486835181540024
340.0,10023056402,15439.0,6.2146875,911.0,838.0,10023056402,393.41,216271,1.0,2.0,-4.706283145215031,-8.005838917435648
339.0,10023052150,14506.0,8.207488425925927,820.0,2050.0,10023052150,1000.0,11808,0.0,1.0,-44.471582664318234,9.762054731191807
535.0,10024369384,14171.0,6.08931712962963,800.0,960.0,10024369384,500.0,6818,1.0,2.0,11.988207946141259,14.985259932676572
204.0,10021466655,14121.0,6.233547453703704,900.0,3020.0,10021466655,1020.0,12233,0.0,1.0,-58.55413834752037,7.80721844633605
598.0,10024548814,13672.0,6.059646990740742,1125.0,2000.0,10024548814,1500.0,8450,1.0,1.0,46.84908037096495,20.078177301842118
474.0,10023870299,13556.0,8.097349537037038,1000.0,1362.0,10023870299,1340.0,7114,1.0,1.0,16.317685113584545,15.326002592869465
297.0,10022837389,13397.0,6.1671875,900.0,2125.0,10022837389,1000.0,10876,0.0,1.0,-59.18419052444895,6.576021169383217
144.0,10018340553,13115.0,7.1897569444444445,741.0,2000.0,10018340553,1000.0,5944,0.0,1.0,-50.7666674715669,17.744354757268322
419.0,10023486050,13089.0,6.3816145833333335,1100.0,1307.7,10023486050,1111.2,4019,1.0,1.0,10.799561061495169,0.5823547611398475
396.0,10023333070,12990.0,14.05210648148148,860.0,2024.0,10023333070,1024.0,5943,0.0,1.0,-25.974753356801983,4.953325058738983
562.0,10024425210,12826.0,0.03927083333333333,450.0,1161.6,10024425210,1161.6,12032,0.0,0.0,-9294.429708222811,-9294.429708222811
222.0,10022031556,12495.0,14.676429398148148,1760.0,1440.0,10022031556,560.0,12105,1.0,3.0,-4.521783504917758,-1.1304458762294396
45.0,10015391275,12311.0,12.077685185185185,5000.0,10043.06,10015391275,5221.86,8927,0.0,1.0,-30.221022853594402,1.3409672260596888
287.0,10022581269,12301.0,14.33193287037037,2000.0,2536.75,10022581269,2536.75,5810,1.0,1.0,6.834868393956451,6.834868393956451
486.0,10023942605,12017.0,6.5055092592592585,2100.0,3000.0,10023942605,900.0,10623,1.0,2.0,24.04555357536805,-8.015184525122683
471.0,10023850661,12010.0,6.166429398148147,1500.0,2000.0,10023850661,1000.0,4121,1.0,2.0,19.730488879545856,19.730488879545856
61.0,10015676913,11958.0,1.9830902777777777,6000.0,1513.38,10015676913,1503.38,7031,4.0,4.0,1.6417810305884957,0.4147399015985987
454.0,10023754525,11697.0,6.138813657407408,1275.0,3200.0,10023754525,1500.0,4405,0.0,1.0,-59.45774222346238,10.492542745316891
175.0,10020310661,11595.0,29.94204861111111,2000.0,545.02,10020310661,363.35,10880,4.0,6.0,1.0976069281981045,1.0977288303447306
647.0,10024690201,11392.0,6.115063657407408,1400.0,1500.0,10024690201,1500.0,2625,1.0,1.0,4.263476233783317,4.263476233783317
489.0,10023955579,11263.0,6.0906770833333335,1200.0,1127.3,10023955579,1106.3,2849,1.0,1.0,-3.630617148818637,-4.679351125781379
532.0,10024319845,11089.0,6.098541666666668,2250.0,3500.0,10024319845,1980.0,12124,1.0,1.0,33.25020781379883,-7.182044887780547
478.0,10023881264,11074.0,6.121597222222222,1275.0,1900.0,10023881264,1500.0,2608,1.0,1.0,29.22792240854096,10.522052067074746
310.0,10022885424,10565.0,6.1863078703703716,1500.0,3500.0,10022885424,1575.0,9574,0.0,1.0,-59.00126661141221,2.950063330570611
308.0,10022876477,10399.0,7.105873842592592,910.0,1575.0,10022876477,1200.0,9153,1.0,1.0,37.536659830911375,16.369370452577893
634.0,10024650494,10328.0,5.9612731481481465,1600.0,2000.0,10024650494,2000.0,7164,1.0,1.0,15.307132844323124,15.307132844323124
55.0,10015646943,10205.0,13.120810185185185,1190.0,40.0,10015646943,40.0,430033,30.0,30.0,0.23376810177617946,0.23376810177617946
468.0,10023843102,10110.0,7.133472222222222,1300.0,1625.0,10023843102,1500.0,2944,1.0,1.0,12.791807013103327,7.871881238832817
208.0,10021644500,9484.0,6.532060185185184,805.0,1645.0,10021644500,1000.0,6436,0.0,1.0,-55.87823590906676,13.53572174194785
13.0,10013798254,9173.0,1.020729166666667,1772.0,834.0,10013798254,1241.53,115150,2.0,1.0,-20.98707727351365,-107.04822001231524
53.0,10015587907,9090.0,7.099814814814816,505.1,800.0,10015587907,990.5,5763,1.0,1.0,30.01533862931647,49.404697764225894
199.0,10021342520,9057.0,7.088773148148147,1600.0,1800.0,10021342520,1200.0,41988,1.0,1.0,6.436233611442194,-12.872467222884389
131.0,10017439019,9043.0,27.02354166666667,1500.0,1689.0,10017439019,1500.0,11517,1.0,1.0,1.7018494676709348,0.0
441.0,10023662983,8925.0,6.188159722222222,1500.0,1500.0,10023662983,750.0,2426,1.0,2.0,0.0,0.0
569.0,10024441559,8903.0,7.064207175925926,1500.0,3100.0,10024441559,1500.0,3458,0.0,1.0,-51.66892630837351,0.0
588.0,10024519444,8741.0,6.111481481481483,800.0,1030.0,10024519444,1000.0,1535,1.0,1.0,17.17055026968062,14.93091327798315
315.0,10022907653,8660.0,7.222743055555557,1125.0,1500.0,10022907653,375.0,5426,1.0,3.0,16.84493906689421,0.0
411.0,10023469651,8637.0,13.925740740740741,1920.0,1560.0,10023469651,600.0,10110,1.0,3.0,-4.914460298674184,-1.6381534328913947
435.0,10023602857,8523.0,6.121799768518517,800.0,2125.0,10023602857,1000.0,6658,0.0,1.0,-59.62298895776045,14.905747239440112
536.0,10024369482,8497.0,7.140532407407408,800.0,800.0,10024369482,800.0,1181,1.0,1.0,0.0,0.0
402.0,10023353385,8228.0,7.147303240740741,741.0,1000.0,10023353385,1000.0,3436,1.0,1.0,17.849753052807888,17.849753052807888
359.0,10023115681,8217.0,6.687621527777778,1050.0,1807.955,10023115681,1065.2,3026,1.0,1.0,39.39810202232639,0.7900880009226973
557.0,10024412536,8102.0,10.78386574074074,1680.0,1800.0,10024412536,1800.0,729,1.0,1.0,2.4176328969798293,2.4176328969798293
533.0,10024323741,7866.0,6.076180555555557,1275.0,1500.0,10024323741,1500.0,488,1.0,1.0,10.600699587011048,10.600699587011048
635.0,10024651809,7811.0,6.06916087962963,1125.0,1510.5,10024651809,1510.5,1037,1.0,1.0,20.608010862444946,20.608010862444946
412.0,10023469980,7488.0,14.085248842592593,1840.0,1680.0,10023469980,560.0,7576,1.0,3.0,-2.25335958132356,-2.25335958132356
333.0,10023046767,7437.0,6.145868055555557,1360.0,3290.0,10023046767,1500.0,3347,0.0,1.0,-59.38949497460465,6.1136244826798904
684.0,10025097532,7410.0,14.149050925925927,800.0,1000.0,10025097532,1000.0,3035,1.0,1.0,6.449195813748795,6.449195813748795
112.0,10016377761,7313.0,14.766047453703706,1800.0,1674.0,10016377761,1623.52,7209,1.0,1.0,-1.730320864815547,-2.423547827163871
349.0,10023068417,7185.0,6.108194444444446,800.0,2450.0,10023068417,1000.0,3728,0.0,1.0,-59.755792537347354,14.938948134336838
528.0,10024303761,6977.0,6.171724537037037,1050.0,1085.0,10024303761,800.0,1726,1.0,1.0,1.971356076191262,-14.081114829937585
181.0,10020829549,6973.0,0.14884259259259258,2030.0,1725.0,10020829549,1725.0,95439,1.0,1.0,-368.44226187284056,-368.44226187284056
260.0,10022464695,6935.0,6.835844907407408,750.0,1250.0,10022464695,375.0,5146,1.0,2.0,35.59667263217956,0.0
434.0,10023591022,6780.0,7.024421296296296,1050.0,1500.0,10023591022,1500.0,3281,1.0,1.0,22.269246793476086,22.269246793476086
301.0,10022849248,6744.0,7.167181712962963,833.0,1195.1,10022849248,1000.0,3243,1.0,1.0,22.137469323423907,10.209769061065433
513.0,10024163903,6598.0,6.8450231481481465,2100.0,2000.0,10024163903,600.0,5081,1.0,4.0,-2.539210168435241,7.617630505305724
100.0,10016140449,6550.0,21.48726851851852,1100.0,150.4,10016140449,150.4,177,7.0,7.0,-0.7288882795093414,-0.7288882795093414
390.0,10023298699,6175.0,6.31431712962963,900.0,1200.0,10023298699,500.0,7001,1.0,2.0,19.268380755814697,6.422793585271566
248.0,10022383972,6142.0,6.163333333333332,1150.0,1000.0,10022383972,1030.0,1831,1.0,1.0,-7.7245044324781915,-6.179603545982554
675.0,10025008882,6136.0,6.075925925925926,1275.0,1500.0,10025008882,1500.0,378,1.0,1.0,10.601143840651165,10.601143840651165
560.0,10024424716,6134.0,6.07644675925926,1190.0,3200.0,10024424716,1500.0,1762,0.0,1.0,-60.06799935238712,15.647966217848746
220.0,10021981163,6056.0,7.193831018518519,960.0,1000.0,10021981163,1000.0,1296,1.0,1.0,2.1140798684572526,2.1140798684572526
135.0,10017737464,6032.0,6.0196296296296286,7376.0,1086.66,10017737464,543.33,5780,7.0,14.0,1.895828959592716,1.895828959592716
391.0,10023300185,5862.0,6.187962962962962,800.0,1000.0,10023300185,600.0,6297,1.0,1.0,14.74637139009427,-14.74637139009427
229.0,10022162198,5854.0,6.852118055555557,740.0,1100.0,10022162198,312.0,3911,1.0,2.0,25.914259813956274,-8.350150384497022
652.0,10024699062,5807.0,13.99375,1000.0,1009.24,10024699062,1009.24,558,1.0,1.0,0.24100759267530167,0.24100759267530167
236.0,10022206073,5654.0,6.280769675925926,805.0,1860.0,10022206073,1000.0,3910,0.0,1.0,-58.11389667719201,14.077279319319805
413.0,10023471229,5428.0,16.068819444444443,1840.0,1268.0,10023471229,520.0,7567,1.0,4.0,-7.061339614689459,2.9627998383312417
685.0,10025097874,5118.0,6.186319444444443,720.0,1000.0,10025097874,560.0,2900,1.0,1.0,22.944894087536348,-13.11136805002077
657.0,10024746853,4927.0,7.072783564814816,1260.0,1500.0,10024746853,1500.0,278,1.0,1.0,9.829766298755649,9.829766298755649
541.0,10024378857,4878.0,0.1263425925925926,168.0,168.0,10024378857,168.0,10772,1.0,1.0,0.0,0.0
678.0,10025073228,4850.0,6.138368055555556,720.0,1000.0,10025073228,1000.0,944,1.0,1.0,23.12413383488418,23.12413383488418
286.0,10022578901,4846.0,8.027627314814815,1125.0,1500.0,10022578901,375.0,3499,1.0,3.0,15.155993408180949,0.0
392.0,10023301299,4801.0,6.137013888888888,880.0,1000.0,10023301299,700.0,5397,1.0,1.0,8.110251691435991,-12.165377537153987
442.0,10023663491,4756.0,7.139490740740741,900.0,1200.0,10023663491,1200.0,5884,1.0,1.0,17.041364865478265,17.041364865478265
459.0,10023783600,4742.0,6.063321759259258,750.0,1000.0,10023783600,1000.0,129,1.0,1.0,20.066008616625087,20.066008616625087
285.0,10022575636,4742.0,6.057245370370372,900.0,2000.0,10022575636,800.0,3355,0.0,1.0,-60.25841412755614,-6.695379347506237
579.0,10024499021,4721.0,6.034282407407408,1065.3,2007.9,10024499021,1505.92,717,1.0,1.0,53.52081786181704,25.018398860888848
316.0,10022934754,4696.0,7.89712962962963,1258.0,1890.0,10022934754,450.0,3828,1.0,3.0,23.219883407356722,3.380109609931675
319.0,10022941802,4694.0,6.6607870370370375,1125.0,2756.0,10022941802,1400.0,3139,0.0,1.0,-54.798329081898615,13.39514710890855
242.0,10022339124,4686.0,6.118298611111111,805.0,1265.0,10022339124,1000.0,2684,1.0,1.0,34.08977590480028,14.451100655295772
544.0,10024380125,4685.0,6.029658564814816,1000.0,1655.0,10024380125,1280.0,1225,1.0,1.0,39.64984043957098,16.94955011157233
2.0,10012996445,4601.0,27.016909722222227,88.0,1496.14,10012996445,1438.45,848287,0.0,0.0,-13.510057358624419,-13.510057358624419
463.0,10023797211,4582.0,7.135787037037038,741.0,1030.0,10023797211,1000.0,876,1.0,1.0,19.94943585579424,17.878560161421134
374.0,10023226866,4559.0,6.133912037037038,960.0,1200.0,10023226866,700.0,4498,1.0,1.0,14.876313753608693,-16.116006566409418
426.0,10023536617,4524.0,6.309907407407408,2100.0,2401.0,10023536617,1504.44,3841,1.0,1.0,8.291194036421265,-16.404995084156305
282.0,10022542537,4501.0,6.251255787037038,840.0,1870.0,10022542537,850.0,2577,0.0,1.0,-58.38826828313199,0.6950984319420475
203.0,10021437873,4435.0,19.80298611111111,820.0,1000.0,10021437873,1000.0,2437,1.0,1.0,4.045953007791949,4.045953007791949
326.0,10022992771,4283.0,9.279606481481483,1278.0,1500.01,10022992771,542.0,2807,1.0,2.0,6.832898789417295,-5.9708227789151636
117.0,10017051785,4281.0,31.35473958333333,800.0,1030.0,10017051785,1030.0,4190,1.0,1.0,3.3467826999838874,3.3467826999838874
329.0,10023025569,4265.0,12.825636574074075,1700.0,1482.0,10023025569,1020.0,2527,1.0,2.0,-3.649400330550084,5.691725286179031
514.0,10024164555,4248.0,13.771064814814816,425.0,100.0,10024164555,100.0,275,4.0,4.0,-1.559108792531149,-1.559108792531149
565.0,10024427843,4227.0,6.957291666666666,1050.0,1950.0,10024427843,1500.0,2345,1.0,1.0,44.96823733236369,22.484118666181846
246.0,10022381049,4185.0,7.259484953703704,1125.0,1500.0,10022381049,375.0,3062,1.0,3.0,16.759683013681812,0.0
184.0,10020962372,4168.0,7.069201388888889,1000.0,1668.5,10020962372,2518.75,3368,1.0,0.0,34.516275117513864,-51.63242351161386
697.0,10025119437,4120.0,6.048900462962963,1120.0,1500.0,10025119437,1500.0,994,1.0,1.0,20.473024225236617,20.473024225236617
504.0,10024070832,4074.0,6.0984895833333335,750.0,1250.0,10024070832,1000.0,1095,1.0,1.0,39.90059013929337,19.950295069646685
259.0,10022463864,4052.0,5.9402141203703716,1125.0,1431.9,10022463864,1356.9,441,1.0,1.0,16.76235872685878,12.665985626453407
50.0,10015525578,4021.0,7.065138888888888,380.0,1030.0,10015525578,1400.0,2284,0.0,0.0,-51.662112485010525,-51.662112485010525
294.0,10022646308,4017.0,6.063032407407408,400.0,640.0,10022646308,500.0,2393,1.0,1.0,36.12053924244911,15.050224684353797
244.0,10022368048,3986.0,6.737384259259258,1050.0,1581.0,10022368048,1010.0,3720,1.0,1.0,27.3972371446732,-2.0638220071316913
606.0,10024584298,3965.0,6.242424768518518,1400.0,600.0,10024584298,600.0,872,2.0,2.0,-8.352981265520631,-8.352981265520631
305.0,10022869339,3907.0,7.215335648148147,900.0,2456.0,10022869339,1000.0,4020,0.0,1.0,-50.586697251385544,5.620744139042838
530.0,10024318429,3804.0,6.17525462962963,900.0,1000.0,10024318429,375.0,1878,1.0,2.0,6.567430492819684,-9.851145739229526
407.0,10023362981,3763.0,6.7916030092592585,500.0,580.0,10023362981,600.0,2363,1.0,1.0,8.598853602070232,10.74856700258779
360.0,10023124606,3749.0,6.53957175925926,847.0,984.0,10023124606,800.0,268,1.0,1.0,9.027774688430668,-3.0971197836221998
343.0,10023061119,3589.0,6.1140625,800.0,1000.0,10023061119,1000.0,2936,1.0,1.0,14.924610273447483,14.924610273447483
11.0,10013707856,3526.0,0.29961805555555554,14500.0,527.87,10013707856,518.5999999999999,9246,27.0,28.0,-20.794555008971372,1.7475121982406818
49.0,10015478566,3478.0,9.779305555555556,1312.5,1800.0,10015478566,200.0,253,1.0,7.0,13.863093631879758,2.4882475749527773
470.0,10023850333,3406.0,11.006319444444443,1800.0,1750.0,10023850333,1500.0,1510,1.0,1.0,-0.9211879538901263,-5.527127723340758
169.0,10019510547,3372.0,14.492916666666664,900.0,1113.65,10019510547,1004.55,1795,1.0,1.0,5.978571907732708,2.9256245867233983
558.0,10024412859,3362.0,6.6041840277777775,1600.0,2432.0,10024412859,1200.0,2422,1.0,1.0,28.73935662629699,-13.816998378027398
510.0,10024156227,3335.0,6.3307986111111125,900.0,1200.0,10024156227,1000.0,1941,1.0,1.0,19.218217817437896,6.406072605812632
404.0,10023357233,3329.0,6.169143518518518,800.0,1000.0,10023357233,300.0,2763,1.0,3.0,14.791356324599356,7.395678162299678
