no_mec,IDCARD_intersection,IDCARD_all,IDCARD_pct
10024378857,9557,10772,0.8872075751949499
10024379673,18179,18190,0.9993952721275426
10024380046,1,2,0.5
10024380125,1171,1225,0.9559183673469388
10024384649,2,2,1.0
10024388907,228,239,0.9539748953974896
10024390012,1,10,0.1
10024394601,24376,28140,0.8662402274342573
10024394724,702,729,0.9629629629629629
10024396095,707,709,0.997179125528914
10024396132,332,375,0.8853333333333333
10024402222,1,7,0.14285714285714285
10024403042,933,958,0.9739039665970772
10024404246,940,1260,0.746031746031746
10024410181,94,96,0.9791666666666666
10024410602,40,44,0.9090909090909091
10024410984,324,326,0.9938650306748467
10024411709,9,9,1.0
10024412372,29176,29738,0.9811016208218442
10024412536,716,729,0.9821673525377229
10024412859,2260,2422,0.9331131296449215
10024419511,11661,11670,0.9992287917737789
10024422108,12624,12626,0.9998415967052114
10024424716,1743,1762,0.9892167990919409
10024425210,11913,12032,0.9901097074468085
10024425252,11027,11356,0.9710285311729482
10024427819,535,601,0.8901830282861897
10024427843,2248,2345,0.95863539445629
10024436844,1,1,1.0
10024438600,581,588,0.9880952380952381
10024440518,54,61,0.8852459016393442
10024441559,3406,3458,0.9849624060150376
10024442411,1722,1754,0.9817559863169898
10024442549,3,9,0.3333333333333333
10024443050,31,51,0.6078431372549019
10024444634,1,1,1.0
10024455718,1,1,1.0
10024475689,261,264,0.9886363636363636
10024485532,702,723,0.970954356846473
10024486217,27143,30196,0.8988938932308915
10024486700,8,11,0.7272727272727273
10024490521,555,584,0.9503424657534246
10024493071,2,2,1.0
10024495321,14456,15281,0.9460113866893528
10024495951,394,404,0.9752475247524752
10024498081,2,5,0.4
10024498098,7157,9137,0.7832986757141294
10024499021,710,717,0.9902370990237099
10024500280,988,1019,0.9695780176643768
10024500660,9797,9803,0.9993879424665919
10024510475,360,366,0.9836065573770492
10024511824,8070,8071,0.9998760996159088
10024513061,1,2,0.5
10024514323,1044,1120,0.9321428571428572
10024516029,85,90,0.9444444444444444
10024516138,915,991,0.9233097880928355
10024516173,638,668,0.9550898203592815
10024519444,1521,1535,0.9908794788273616
10024521221,4,9,0.4444444444444444
10024521731,2,2,1.0
10024521878,231,235,0.9829787234042553
10024531620,1,4,0.25
10024534367,1838,1864,0.9860515021459227
10024535071,1,2,0.5
10024545905,55,69,0.7971014492753623
10024547357,5,8,0.625
10024547380,1,3,0.3333333333333333
10024547924,70,76,0.9210526315789473
10024548814,8082,8450,0.9564497041420118
10024550082,54342,54641,0.9945279185959262
10024551420,2630,2678,0.9820761762509336
10024552093,534,540,0.9888888888888889
10024560457,59,94,0.6276595744680851
10024563164,2572,2629,0.9783187523773298
10024571886,56,58,0.9655172413793104
10024581998,371,387,0.958656330749354
10024584298,863,872,0.9896788990825688
10024585019,1,1,1.0
10024586488,1,1,1.0
10024586833,26,29,0.896551724137931
10024590948,4254,4357,0.9763598806518247
10024596483,98,106,0.9245283018867925
10024597140,1832,1969,0.9304215337734891
10024597657,316,321,0.9844236760124611
10024602164,428,471,0.9087048832271762
10024603110,3,13,0.23076923076923078
10024604173,61,67,0.9104477611940298
10024604361,1,2,0.5
10024605227,682,733,0.9304229195088677
10024616033,33427,33483,0.9983275094824239
10024616123,22163,22213,0.9977490658623329
10024616628,23,33,0.696969696969697
10024616734,476,481,0.9896049896049897
10024616838,1,2,0.5
10024617203,4,6,0.6666666666666666
10024619078,1,1,1.0
10024619635,51,53,0.9622641509433962
10024620557,1,1,1.0
10024623326,1,1,1.0
10024625195,7,7,1.0
10024629438,478,480,0.9958333333333333
10024631728,1,1,1.0
10024638055,3,4,0.75
10024641718,37450,37608,0.9957987662199532
10024643460,1,1,1.0
10024644501,3,6,0.5
10024645055,8166,8178,0.9985326485693323
10024649352,5438,5928,0.9173414304993253
10024650494,6811,7164,0.9507258514796203
10024651809,1005,1037,0.9691417550626809
10024654779,3,4,0.75
10024656677,252,262,0.9618320610687023
10024667413,47,52,0.9038461538461539
10024670668,2,4,0.5
10024671413,210,218,0.963302752293578
10024671761,4876,4912,0.992671009771987
10024672022,3,3,1.0
10024672341,1,1,1.0
10024676812,1,2,0.5
10024678248,1,2,0.5
10024678563,1,1,1.0
10024679882,47,50,0.94
10024688073,679,701,0.9686162624821684
10024689124,277,278,0.9964028776978417
10024690201,2525,2625,0.9619047619047619
10024691222,120,122,0.9836065573770492
10024691603,102,105,0.9714285714285714
10024692312,69,70,0.9857142857142858
10024695511,8,11,0.7272727272727273
10024699062,558,558,1.0
10024699848,95,109,0.8715596330275229
10024738373,30,38,0.7894736842105263
10024741247,1400,1702,0.8225616921269095
10024745124,555,570,0.9736842105263158
10024746853,274,278,0.9856115107913669
10024748465,2,2,1.0
10024750548,1,1,1.0
10024750862,2,3,0.6666666666666666
10024761235,2,2,1.0
10024764675,1,1,1.0
10024767710,319,333,0.9579579579579579
10024770859,1,1,1.0
10024788622,39,39,1.0
10024789268,1,2,0.5
10024818646,255,381,0.6692913385826772
10024822050,4,6,0.6666666666666666
10024823720,2,2,1.0
10024854264,7,8,0.875
10024994522,336,339,0.9911504424778761
10024999140,1,1,1.0
10025002553,1,1,1.0
10025004983,10005,10095,0.9910846953937593
10025004998,1156,1220,0.9475409836065574
10025005641,3034,3050,0.9947540983606558
10025008882,323,378,0.8544973544973545
10025058916,354,354,1.0
10025065974,13,15,0.8666666666666667
10025073228,910,944,0.9639830508474576
10025086964,24,28,0.8571428571428571
10025087396,1,4,0.25
10025090109,1,1,1.0
10025091609,1,1,1.0
10025092211,6273,6480,0.9680555555555556
10025093867,1,2,0.5
10025095505,4,7,0.5714285714285714
10025097411,3,3,1.0
10025097532,3016,3035,0.9937397034596376
10025097874,2846,2900,0.9813793103448276
10025100796,1,1,1.0
10025101114,4,5,0.8
10025101201,2,2,1.0
10025101910,1,18,0.05555555555555555
10025104166,10509,10709,0.9813241198991502
10025104425,111,111,1.0
10025105474,5,10,0.5
10025113993,254,254,1.0
10025116412,4,5,0.8
10025117118,588,598,0.9832775919732442
10025118132,3,5,0.6
10025118168,2,3,0.6666666666666666
10025118185,1,3,0.3333333333333333
10025119437,938,994,0.9436619718309859
10025122226,3,4,0.75
10025134731,11277,12176,0.9261662286465178
10025138888,8,40,0.2
10025142862,83,87,0.9540229885057471
10025143049,4,4,1.0
10025146139,3,3,1.0
10025149556,9,14,0.6428571428571429
10025155141,5,5,1.0
10025155819,1,1,1.0
10025181554,2,5,0.4
10025188717,4089,4180,0.9782296650717703
10025191500,71,78,0.9102564102564102
10025214996,1,1,1.0
10025224652,4,4,1.0
10025230593,1,1,1.0
10025245925,245,260,0.9423076923076923
10025256175,2,2,1.0
10025256316,2,2,1.0
10025256460,2,2,1.0
10025263458,1,1,1.0
10025284328,1,1,1.0
10025317999,15,19,0.7894736842105263
