no_mec,IDCARD_intersection,IDCARD_all,IDCARD_pct
10019331834,119715,123792,0.9670657231485071
10019342351,30407,31652,0.9606659926702894
10019416657,74049,85454,0.8665363821471201
10019449296,42875,44972,0.9533709863915325
10019456332,162,167,0.9700598802395209
10019492718,22808,22810,0.999912319158264
10019492859,24397,24406,0.9996312382201098
10019495678,1,1,1.0
10019509395,6,8,0.75
10019510547,1778,1795,0.9905292479108635
10019517000,52556,62132,0.8458765209553853
10019519089,16,80,0.2
10019594916,3,4,0.75
10019607741,120,443,0.2708803611738149
10019608100,1,124,0.008064516129032258
10019876419,22,36,0.6111111111111112
10019924787,641,683,0.9385065885797951
10020146566,2,2,1.0
10020249958,848,1229,0.6899918633034988
10020268255,3,4,0.75
10020310661,10463,10880,0.9616727941176471
10020666329,51906,57033,0.9101046762400715
10020682231,3,12,0.25
10020682522,30061,40899,0.735005745861757
10020706455,1,2,0.5
10020736591,106485,113047,0.9419533468380408
10020814489,2,11,0.18181818181818182
10020829549,86618,95439,0.90757447165205
10020834063,7955,10124,0.7857566179375741
10020834349,80786,92165,0.8765366462323008
10020834535,816,1860,0.43870967741935485
10020895585,651,1155,0.5636363636363636
10020909698,10497,11161,0.9405071230176507
10020911805,16934,17104,0.9900608044901777
10020926526,2975,3107,0.9575152880592211
10020962372,2605,3368,0.7734560570071259
10020981510,48806,56837,0.8587011981631684
10021019596,11390,11957,0.9525800786150372
10021040829,1,1,1.0
10021041115,2654,2680,0.9902985074626866
10021193034,3,26,0.11538461538461539
10021195543,3385,3767,0.8985930448632864
10021257746,65,389,0.16709511568123395
10021266842,5,19,0.2631578947368421
10021297721,639,648,0.9861111111111112
10021309885,618,623,0.9919743178170144
10021312187,77883,80479,0.9677431379614558
10021334284,10,35,0.2857142857142857
10021340126,28377,28836,0.9840823970037453
10021342520,40246,41988,0.9585119557968943
10021343125,927,1352,0.6856508875739645
10021409544,4,7,0.5714285714285714
10021428852,3,6,0.5
10021437873,2103,2437,0.8629462453836685
10021466655,12196,12233,0.9969753944249162
10021601385,5,81,0.06172839506172839
10021603759,1635,1726,0.9472769409038239
10021604488,16103,17134,0.939827244076106
10021639364,30222,42057,0.7185961908838006
10021644500,5783,6436,0.8985394655065257
10021646243,216,217,0.9953917050691244
10021650463,8385,8477,0.9891471039282765
10021673823,42162,45840,0.9197643979057591
10021675048,2080,2125,0.9788235294117648
10021685844,2,4,0.5
10021686969,25785,42733,0.6033978424168676
10021705991,1,1,1.0
10021749501,6356,6525,0.9740996168582375
10021751641,206,230,0.8956521739130435
10021868071,27964,28878,0.9683496086986634
10021887742,21,1679,0.012507444907683145
10021902553,174658,189070,0.9237742635002909
10021981163,1205,1296,0.9297839506172839
10022009428,170263,177812,0.9575450475783411
10022031282,28273,30303,0.933009933009933
10022031556,11185,12105,0.9239983477901693
10022075025,16853,18795,0.8966746475126364
10022084157,46,48,0.9583333333333334
10022099694,192,204,0.9411764705882353
10022103258,19149,19890,0.9627450980392157
10022144438,291,295,0.9864406779661017
10022162198,3859,3911,0.9867041677320378
10022164301,1,1,1.0
10022166401,27,36,0.75
10022168653,1404,1420,0.9887323943661972
10022183090,1269,1462,0.8679890560875513
10022190876,1794,2039,0.8798430603236881
10022203189,1128,1148,0.9825783972125436
10022206073,3568,3910,0.9125319693094629
10022219352,139,142,0.9788732394366197
10022283071,717,731,0.9808481532147743
10022294297,1034,1141,0.9062226117440841
10022296857,409,414,0.9879227053140096
10022318976,307,308,0.9967532467532467
10022339124,2452,2684,0.9135618479880775
10022366826,40,43,0.9302325581395349
10022368048,3702,3720,0.9951612903225806
10022371026,257,260,0.9884615384615385
10022381049,2971,3062,0.9702808621815807
10022383543,25,34,0.7352941176470589
10022383972,1732,1831,0.9459311851447296
10022385358,3,5,0.6
10022387537,1,1,1.0
10022387580,457470,528225,0.8660513985517535
10022387696,983,1663,0.5911004209260373
10022387789,2650,3713,0.7137085914354969
10022395363,2144,2220,0.9657657657657658
10022401667,104,110,0.9454545454545454
10022444505,5207,5620,0.9265124555160142
10022445464,1673,1676,0.9982100238663485
10022451722,66446,68197,0.9743243837705471
10022459736,14259,14783,0.964553879456132
10022463864,425,441,0.963718820861678
10022464695,4954,5146,0.9626894675476098
10022467945,167,169,0.9881656804733728
10022468250,990,1232,0.8035714285714286
10022468641,69715,78010,0.8936674785283938
10022473277,3498,3634,0.9625756741882223
10022473621,263,268,0.9813432835820896
10022476574,2062,2171,0.9497927222478121
10022480263,4701,4736,0.9926097972972973
10022486663,1183,1203,0.9833748960931006
10022493649,350,388,0.9020618556701031
10022500212,36621,36984,0.9901849448410124
10022501135,54078,54421,0.9936972859741644
10022502308,7019,7381,0.9509551551280314
10022502363,4731,4779,0.9899560577526679
10022502408,1,1,1.0
10022502441,27020,27321,0.988982833717653
10022502504,116072,117543,0.9874854308635989
10022502534,16983,17231,0.9856073356160409
10022502567,10777,10870,0.991444342226311
10022502617,11257,11368,0.9902357494722027
10022502665,5403,5454,0.9906490649064906
10022502710,2,2,1.0
10022503989,53022,53582,0.9895487290508006
10022504516,645,658,0.9802431610942249
10022540442,2,4,0.5
10022542537,2524,2577,0.9794334497477687
10022548147,6,35,0.17142857142857143
10022557260,2164,2211,0.9787426503844414
10022564340,2332,2344,0.9948805460750854
10022575636,3283,3355,0.9785394932935917
10022578901,3396,3499,0.9705630180051443
10022581092,598,1303,0.4589409056024559
10022581269,5241,5810,0.902065404475043
10022581883,221,233,0.9484978540772532
10022590579,1136,1155,0.9835497835497835
10022593987,670,689,0.9724238026124818
10022594274,1,1,1.0
10022594529,53,73,0.726027397260274
10022595312,37,39,0.9487179487179487
10022621762,46,48,0.9583333333333334
10022646308,2369,2393,0.9899707480150439
10022682413,83,88,0.9431818181818182
10022717572,222,224,0.9910714285714286
10022837389,10738,10876,0.9873115115851416
10022837447,4,8,0.5
10022840301,2,2,1.0
10022847298,238,254,0.937007874015748
10022849218,129,141,0.9148936170212766
10022849248,3175,3243,0.979031760715387
10022869008,6,9,0.6666666666666666
10022869094,45938,48118,0.9546947088407665
10022869339,3941,4020,0.9803482587064677
10022869645,162,172,0.9418604651162791
10022873761,1,5,0.2
10022875564,113,127,0.889763779527559
10022876477,8879,9153,0.970064459739976
10022877780,65174,65582,0.9937787807630143
10022885424,9367,9574,0.9783789429705452
10022885866,13694,14190,0.9650458069062721
10022888042,170,195,0.8717948717948718
10022888571,39,52,0.75
10022894703,112,138,0.8115942028985508
10022907653,5313,5426,0.9791743457427202
10022934754,3747,3828,0.9788401253918495
10022935369,205,215,0.9534883720930233
10022937074,28,36,0.7777777777777778
10022941802,2990,3139,0.9525326537113731
10022942574,1578,1604,0.983790523690773
10022946518,1770,2441,0.7251126587464154
10022962401,627,645,0.9720930232558139
10022962812,680,693,0.9812409812409812
10022962907,1,2,0.5
10022990154,188,199,0.9447236180904522
10022992771,2667,2807,0.9501246882793017
10022993421,151,155,0.9741935483870968
10022995273,86,91,0.945054945054945
10023025569,2498,2527,0.9885239414325286
10023025608,219,224,0.9776785714285714
10023025664,29247,30085,0.9721455875020775
10023046296,54972,59285,0.9272497259003121
10023046767,3323,3347,0.9928293994622049
10023047376,37,39,0.9487179487179487
10023047437,613,667,0.9190404797601199
10023048287,166,166,1.0
10023049365,7686,8144,0.943762278978389
10023050218,2568,2825,0.9090265486725664
10023052150,11558,11808,0.9788279132791328
10023056402,196283,216271,0.9075789171918565
10023057184,384,393,0.9770992366412213
10023057239,194,214,0.9065420560747663
10023059012,7407,7562,0.9795027770431103
10023061119,2932,2936,0.9986376021798365
10023062093,49677,49963,0.9942757640654084
10023062296,38413,38885,0.9878616433071878
10023064460,39638,42239,0.9384218376382016
10023066912,2962,16394,0.18067585702086128
10023067765,11,89,0.12359550561797752
10023068417,3718,3728,0.9973175965665236
10023072942,1495,1547,0.9663865546218487
10023076332,416,419,0.9928400954653938
10023080132,1,11,0.09090909090909091
10023080278,376,382,0.9842931937172775
10023081314,4,4,1.0
10023081684,132,135,0.9777777777777777
10023083078,87,100,0.87
10023098243,1,2,0.5
10023098636,206,211,0.976303317535545
10023115681,3005,3026,0.9930601454064772
10023124606,245,268,0.914179104477612
10023126434,1078,1123,0.9599287622439893
10023127355,110,113,0.9734513274336283
10023127855,1,1,1.0
10023130532,2,2,1.0
10023139424,4,8,0.5
10023157036,3,3,1.0
10023161904,53,57,0.9298245614035088
10023162577,60,62,0.967741935483871
10023162693,78,80,0.975
10023162749,79,82,0.9634146341463414
10023162914,14,14,1.0
10023163899,56,56,1.0
10023198299,280,280,1.0
10023199687,1,6,0.16666666666666666
10023221434,2,4,0.5
10023226866,4249,4498,0.944642063139173
10023234883,53,81,0.654320987654321
10023235693,24191,24247,0.9976904359302182
10023236217,270,275,0.9818181818181818
10023237184,6,51,0.11764705882352941
10023247026,12763,14094,0.9055626507733787
10023249503,1467,1497,0.9799599198396793
10023253123,309,326,0.9478527607361963
10023257120,26,28,0.9285714285714286
10023261892,1,1,1.0
10023263926,691,698,0.9899713467048711
10023264946,1,1,1.0
10023267190,30893,31389,0.9841982860237662
10023267469,18918,18969,0.9973114028151194
10023268111,10644,10684,0.9962560838637214
10023287016,17,18,0.9444444444444444
10023296806,5009,5510,0.9090744101633393
10023297408,43843,48917,0.8962732792280802
10023297718,5077,5272,0.9630121396054628
10023298699,6734,7001,0.9618625910584202
10023299914,1,1,1.0
10023300185,5998,6297,0.952517071621407
10023301299,5135,5397,0.9514545117657958
10023301754,522,527,0.9905123339658444
10023305165,2,2,1.0
10023319893,27,224,0.12053571428571429
10023321627,556,6120,0.09084967320261438
10023333070,4819,5943,0.8108699310112738
10023333230,18067,18197,0.9928559652690004
10023334265,2,2,1.0
10023335664,1,1,1.0
10023336661,59,62,0.9516129032258065
10023337565,3,5,0.6
10023338543,13333,14097,0.9458040717883237
10023351414,16052,16307,0.9843625436928927
10023353385,3398,3436,0.9889406286379511
10023355167,1,1,1.0
10023355295,1,3,0.3333333333333333
10023357233,2715,2763,0.9826275787187839
10023360784,3148,3222,0.9770328988206083
10023361546,2,2,1.0
10023362565,1,6,0.16666666666666666
10023362981,2258,2363,0.9555649597968684
10023379923,2,39,0.05128205128205128
10023426238,8,33,0.24242424242424243
10023427729,5307,5533,0.9591541659136092
10023430699,15,45,0.3333333333333333
10023430903,1,1,1.0
10023431013,1,1,1.0
10023433490,72,74,0.972972972972973
10023460772,94,104,0.9038461538461539
10023469651,9474,10110,0.9370919881305638
10023469980,7209,7576,0.9515575501583949
10023471229,7228,7567,0.9552002114444298
10023471494,34745,39795,0.8730996356326172
10023472465,82,90,0.9111111111111111
10023474249,1,1,1.0
10023478516,187,201,0.9303482587064676
10023480192,252,256,0.984375
10023486050,3804,4019,0.9465041054988803
10023488306,70,72,0.9722222222222222
10023490551,146388,159735,0.9164428584843647
10023504985,1,1,1.0
10023506111,7,26,0.2692307692307692
10023506843,139,144,0.9652777777777778
10023506986,30,38,0.7894736842105263
10023535146,101,102,0.9901960784313726
10023536617,3786,3841,0.9856808122884665
10023537376,13979,14000,0.9985
10023543766,50,337,0.14836795252225518
10023576041,665,685,0.9708029197080292
10023582987,430,441,0.9750566893424036
10023585820,583,604,0.9652317880794702
10023588060,1734,1789,0.9692565679150363
10023588574,2,2,1.0
10023589281,9884,9948,0.9935665460394049
10023591022,3231,3281,0.9847607436757086
10023602857,6638,6658,0.9969960949234005
10023629328,3005,3195,0.9405320813771518
10023632561,107,191,0.5602094240837696
10023634460,22905,25811,0.887412343574445
10023634999,7591,8025,0.9459190031152648
10023636482,2,2,1.0
10023644829,3,6,0.5
10023653611,114,118,0.9661016949152542
10023662983,2385,2426,0.9830997526793075
10023663491,5543,5884,0.9420462270564242
10023665891,17540,17602,0.9964776729917055
10023671313,39484,39564,0.9979779597613992
10023674406,4,4,1.0
10023687008,121,123,0.983739837398374
10023711711,43154,43361,0.9952261248587441
10023713168,2,2,1.0
10023714202,93477,99906,0.9356495105399075
10023714984,1084,1120,0.9678571428571429
10023716948,999,1177,0.848768054375531
10023724002,16077,19118,0.8409352442724134
10023727659,251,262,0.9580152671755725
10023728873,1149,1159,0.99137187230371
10023736809,12,15,0.8
10023754525,4052,4405,0.9198637911464245
10023754922,3842,5904,0.6507452574525745
10023758798,393,433,0.9076212471131639
10023766842,237,524,0.45229007633587787
10023776742,3,3,1.0
10023777006,6107,6784,0.9002063679245284
10023783600,123,129,0.9534883720930233
10023784631,90,94,0.9574468085106383
10023791431,982,995,0.9869346733668342
10023794822,5398,5850,0.9227350427350427
10023797211,871,876,0.9942922374429224
10023837326,68,71,0.9577464788732394
10023838923,14092,14231,0.9902325908228515
10023840831,344,352,0.9772727272727273
10023841942,68,96,0.7083333333333334
10023843102,2925,2944,0.993546195652174
10023848428,359,367,0.9782016348773842
10023850333,1506,1510,0.9973509933774835
10023850661,3796,4121,0.9211356466876972
10023866673,5640,5768,0.9778085991678225
10023868675,1,2,0.5
10023869954,58,70,0.8285714285714286
10023870299,6432,7114,0.9041326960922126
10023874996,21,23,0.9130434782608695
10023878071,9686,9732,0.9952733251130291
10023881264,2416,2608,0.9263803680981595
10023885904,548,549,0.9981785063752276
10023890820,845,852,0.9917840375586855
10023923135,2625,2818,0.9315117104329311
10023933195,280,299,0.9364548494983278
10023938668,145,159,0.9119496855345912
10023940273,62,67,0.9253731343283582
10023941053,4,4,1.0
10023941538,578,585,0.9880341880341881
10023942605,10525,10623,0.9907747340675892
10023946406,1,1,1.0
10023946510,630,640,0.984375
10023955579,2609,2849,0.9157599157599158
10023960175,25099,28184,0.8905407323304002
10023960224,130,133,0.9774436090225563
10023960334,40,46,0.8695652173913043
10023995077,187,191,0.9790575916230366
10024002071,29735,29831,0.9967818712078039
10024024354,10131,10174,0.9957735403970907
10024025739,1,1,1.0
10024029703,87,91,0.9560439560439561
10024030489,857,868,0.9873271889400922
10024030503,55512,58177,0.954191518985166
10024035908,23364,23488,0.9947207084468664
10024038940,79,87,0.9080459770114943
10024040203,152,159,0.9559748427672956
10024040724,16,21,0.7619047619047619
10024041026,1,1,1.0
10024041514,10806,13650,0.7916483516483517
10024041518,20,127,0.15748031496062992
10024043198,339479,356525,0.95218848608092
10024045124,536,591,0.9069373942470389
10024070832,1073,1095,0.9799086757990868
10024075596,1228,1228,1.0
10024077313,567,580,0.9775862068965517
10024099102,1,1,1.0
10024104055,9,9,1.0
10024115796,1,1,1.0
10024154894,248,252,0.9841269841269841
10024156227,1875,1941,0.9659969088098919
10024156540,1,1,1.0
10024157765,363,368,0.9864130434782609
10024159694,189,191,0.9895287958115183
10024163903,5058,5081,0.9954733320212557
10024164555,206,275,0.7490909090909091
10024164958,6,6,1.0
10024176588,2,2,1.0
10024185814,1,12,0.08333333333333333
10024186679,1132,1283,0.882307092751364
10024189574,111,116,0.9568965517241379
10024192836,24789,24799,0.9995967579337877
10024194318,23621,23642,0.9991117502749345
10024241530,671,696,0.9640804597701149
10024243437,117,119,0.9831932773109243
10024245818,5,35,0.14285714285714285
10024248486,3,3,1.0
10024266230,305,334,0.9131736526946108
10024274465,1,2,0.5
10024277512,36,42,0.8571428571428571
10024294826,1,1,1.0
10024295615,42,178,0.23595505617977527
10024295979,4684,4787,0.9784833925214121
10024301548,37,38,0.9736842105263158
10024303761,1678,1726,0.9721900347624566
10024308362,17,17,1.0
10024318429,1822,1878,0.9701810436634718
10024319053,4,5,0.8
10024319845,11587,12124,0.9557076872319367
10024323741,448,488,0.9180327868852459
10024331130,495,503,0.9840954274353877
10024369384,6354,6818,0.9319448518627164
10024369482,923,1181,0.781541066892464
10024369974,11,11,1.0
10024371354,1,5,0.2
10024373333,45834,46082,0.9946182891367562
10024373382,142,148,0.9594594594594594
