no_mec,month,flag_overdue,IDCARD,fpd
10015390594,2018-02,58,435,0.13333333333333333
10015390594,2018-03,67,521,0.12859884836852206
10015390594,2018-04,185,1858,0.09956942949407965
10015390594,2018-05,357,2533,0.14093959731543623
10015390594,2018-06,138,1079,0.1278962001853568
10015391275,2018-01,709,1029,0.6890184645286687
10015391275,2018-02,211,222,0.9504504504504504
10015391275,2018-03,202,213,0.9483568075117371
10015391275,2018-04,230,249,0.9236947791164659
10015391275,2018-05,305,318,0.9591194968553459
10015391275,2018-06,347,413,0.8401937046004843
10015391275,2018-07,1187,1422,0.8347398030942335
10015391275,2018-08,3396,3715,0.9141318977119784
10015391275,2018-09,1498,1649,0.908429351121892
10015399459,2018-01,0,133,0.0
10015404404,2018-05,500,660,0.7575757575757576
10015404404,2018-06,87,132,0.6590909090909091
10015404404,2018-07,55,82,0.6707317073170732
10015404404,2018-08,27,41,0.6585365853658537
10015404404,2018-09,24,35,0.6857142857142857
10015406499,2018-01,82,15327,0.005350035884387029
10015406499,2018-02,2,20,0.1
10015406499,2018-03,0,22,0.0
10015406499,2018-04,0,7,0.0
10015406499,2018-05,0,2,0.0
10015406499,2018-06,0,3,0.0
10015406499,2018-07,0,2,0.0
10015441728,2018-01,4427,4827,0.9171327946964989
10015441728,2018-02,60,97,0.6185567010309279
10015441728,2018-03,12,27,0.4444444444444444
10015441728,2018-04,1153,1181,0.9762912785774767
10015441728,2018-05,8136,8377,0.971230750865465
10015441728,2018-06,12174,12306,0.9892735251097026
10015441728,2018-07,28187,28526,0.988116104606324
10015441728,2018-08,36703,37018,0.9914906261818575
10015441728,2018-09,31807,32239,0.9866000806476628
10015444645,2018-01,7621,13960,0.5459169054441261
10015444645,2018-02,115,975,0.11794871794871795
10015444645,2018-03,513,1651,0.3107207752877044
10015444645,2018-04,42,427,0.09836065573770492
10015468467,2018-01,224,443,0.5056433408577878
10015468467,2018-02,319,380,0.8394736842105263
10015468467,2018-03,122,151,0.8079470198675497
10015468467,2018-04,353,445,0.7932584269662921
10015468467,2018-05,942,1059,0.8895184135977338
10015468467,2018-06,480,673,0.7132243684992571
10015468467,2018-07,127,226,0.5619469026548672
10015468467,2018-08,0,28,0.0
10015468467,2018-09,1,24,0.041666666666666664
10015478566,2018-01,40,164,0.24390243902439024
10015478566,2018-02,3,77,0.03896103896103896
10015478566,2018-03,1,4,0.25
10015479596,2018-01,32,1642,0.0194884287454324
10015479596,2018-02,5,525,0.009523809523809525
10015479596,2018-03,6,444,0.013513513513513514
10015479596,2018-04,594,1430,0.4153846153846154
10015479596,2018-05,1488,4078,0.36488474742520843
10015479596,2018-06,8,79,0.10126582278481013
10015479596,2018-07,2,96,0.020833333333333332
10015479596,2018-08,0,80,0.0
10015479596,2018-09,0,25,0.0
10015491859,2018-01,467,2941,0.1587895273716423
10015491859,2018-03,0,1,0.0
10015491859,2018-05,0,1,0.0
10015491859,2018-06,1,2,0.5
10015491859,2018-07,189,239,0.7907949790794979
10015491859,2018-08,470,614,0.7654723127035831
10015491859,2018-09,419,625,0.6704
10015516402,2018-01,86,130,0.6615384615384615
10015516402,2018-02,14,24,0.5833333333333334
10015516402,2018-03,9,23,0.391304347826087
10015516402,2018-04,102,143,0.7132867132867133
10015516402,2018-05,159,222,0.7162162162162162
10015516402,2018-06,72,126,0.5714285714285714
10015516402,2018-07,41,80,0.5125
10015516402,2018-08,30,60,0.5
10015516402,2018-09,36,47,0.7659574468085106
10015519625,2018-01,0,2,0.0
10015519625,2018-06,7,8,0.875
10015519625,2018-07,6,6,1.0
10015519625,2018-09,3,3,1.0
10015525578,2018-01,341,1876,0.18176972281449894
10015525578,2018-02,34,103,0.3300970873786408
10015525578,2018-03,28,52,0.5384615384615384
10015525578,2018-04,10,16,0.625
10015525578,2018-05,35,51,0.6862745098039216
10015525578,2018-06,126,149,0.8456375838926175
10015525578,2018-07,15,21,0.7142857142857143
10015525578,2018-08,3,6,0.5
10015525578,2018-09,4,4,1.0
10015528022,2018-01,22,5751,0.0038254216657972527
10015528022,2018-02,3,1129,0.002657218777679362
10015528022,2018-03,5,1238,0.004038772213247173
10015528022,2018-04,0,1,0.0
10015533876,2018-01,45221,229252,0.19725454957862962
10015533876,2018-03,6145,12143,0.5060528699662357
10015533876,2018-04,6576,13984,0.4702517162471396
10015533876,2018-05,1381,3173,0.43523479357075323
10015533876,2018-06,62,151,0.4105960264900662
10015533876,2018-07,26,60,0.43333333333333335
10015533876,2018-08,387,2245,0.17238307349665924
10015533876,2018-09,16,170,0.09411764705882353
10015534988,2018-01,102,107,0.9532710280373832
10015534988,2018-02,462,525,0.88
10015534988,2018-03,304,315,0.9650793650793651
10015534988,2018-04,238,285,0.8350877192982457
10015537034,2018-01,8868,199741,0.044397494755708644
10015537034,2018-02,4835,70925,0.06817060274938315
10015537034,2018-03,88,2135,0.041217798594847775
10015537034,2018-04,11,434,0.02534562211981567
10015537034,2018-05,28,370,0.07567567567567568
10015537034,2018-06,23,49,0.46938775510204084
10015537034,2018-07,253,735,0.3442176870748299
10015537034,2018-08,174,886,0.1963882618510158
10015537034,2018-09,21,124,0.1693548387096774
10015538643,2018-01,1926,4017,0.479462285287528
10015538643,2018-02,101,449,0.22494432071269488
10015538643,2018-03,5,10,0.5
10015577479,2018-01,4292,26065,0.16466525992710532
10015577479,2018-02,2938,8179,0.3592126176794229
10015577479,2018-03,28,7874,0.003556007112014224
10015577479,2018-04,0,479,0.0
10015587907,2018-01,707,849,0.8327444051825678
10015587907,2018-02,165,1980,0.08333333333333333
10015587907,2018-03,0,72,0.0
10015587907,2018-04,0,1,0.0
10015642575,2018-01,44306,58811,0.7533624662053018
10015642575,2018-02,42733,47661,0.896603092675353
10015642575,2018-03,19683,29428,0.6688527932581215
10015642575,2018-04,14681,19854,0.739447970182331
10015642575,2018-05,53226,78275,0.6799872245289045
10015642575,2018-06,4407,5397,0.8165647581989994
10015642575,2018-07,2034,3064,0.6638381201044387
10015642575,2018-08,422,690,0.6115942028985507
10015642575,2018-09,18304,21376,0.8562874251497006
10015646943,2018-01,35413,177725,0.199257279504853
10015646943,2018-02,14319,56850,0.25187335092348284
10015646943,2018-03,21260,79141,0.2686344625415398
10015646943,2018-04,4912,21016,0.23372668443090977
10015646943,2018-05,13718,44677,0.30704836940707747
10015646943,2018-06,30617,92032,0.332677764255911
10015646943,2018-07,1288,3162,0.407337128399747
10015646943,2018-08,130,445,0.29213483146067415
10015646943,2018-09,333,507,0.6568047337278107
10015648712,2018-01,0,3,0.0
10015648712,2018-02,17,108,0.1574074074074074
10015648712,2018-03,1,145,0.006896551724137931
10015648712,2018-04,0,2,0.0
10015648712,2018-06,1,1,1.0
10015648712,2018-07,1,2,0.5
10015648712,2018-08,96,97,0.9896907216494846
10015649767,2018-02,3,6,0.5
10015649767,2018-03,1,2,0.5
10015649767,2018-04,4,4,1.0
10015649767,2018-05,1,4,0.25
10015651289,2018-01,1,2,0.5
10015651289,2018-03,1,3,0.3333333333333333
10015651289,2018-05,1,2,0.5
10015651289,2018-06,2884,3330,0.8660660660660661
10015651289,2018-07,3676,4042,0.909450766947056
10015651289,2018-08,2868,3140,0.913375796178344
10015651289,2018-09,1158,1343,0.8622486969471332
10015651813,2018-01,6,1096,0.005474452554744526
10015651813,2018-02,2,36,0.05555555555555555
10015651813,2018-03,1,36,0.027777777777777776
10015651813,2018-04,0,31,0.0
10015651813,2018-05,0,40,0.0
10015651813,2018-06,0,4,0.0
10015651813,2018-07,0,3,0.0
10015651813,2018-08,0,9,0.0
10015651813,2018-09,0,10,0.0
10015652296,2018-01,12,122,0.09836065573770492
10015652296,2018-02,0,1,0.0
10015652474,2018-06,1,1,1.0
10015652923,2018-01,26,17809,0.00145993598742209
10015653668,2018-01,11,1126,0.009769094138543518
10015656638,2018-01,36,45,0.8
10015656638,2018-02,29,36,0.8055555555555556
10015656638,2018-03,36,43,0.8372093023255814
10015656638,2018-04,27,30,0.9
10015656638,2018-05,65,82,0.7926829268292683
10015656638,2018-06,26,31,0.8387096774193549
10015656638,2018-07,27,32,0.84375
10015656638,2018-08,33,40,0.825
10015656638,2018-09,19,19,1.0
10015656761,2018-06,2,2,1.0
10015656761,2018-07,57,96,0.59375
10015656761,2018-08,79,126,0.626984126984127
10015656761,2018-09,92,132,0.696969696969697
10015657202,2018-01,5,64,0.078125
10015657202,2018-02,0,3,0.0
10015657712,2018-01,0,417,0.0
10015658759,2018-01,3,4,0.75
10015674815,2018-01,27,32,0.84375
10015674815,2018-02,242,286,0.8461538461538461
10015674815,2018-03,165,202,0.8168316831683168
10015674815,2018-04,157,259,0.6061776061776062
10015674815,2018-05,161,275,0.5854545454545454
10015674815,2018-06,275,432,0.6365740740740741
10015674815,2018-07,324,475,0.6821052631578948
10015674815,2018-08,296,371,0.7978436657681941
10015674815,2018-09,192,260,0.7384615384615385
10015676017,2018-01,11,216,0.05092592592592592
10015676017,2018-03,0,1,0.0
10015676603,2018-01,2,4,0.5
10015676603,2018-02,0,2,0.0
10015676603,2018-03,0,7,0.0
10015676603,2018-04,0,2,0.0
10015676723,2018-01,1,2,0.5
10015676907,2018-01,1965,2258,0.8702391496899912
10015676907,2018-02,2109,2257,0.9344262295081968
10015676907,2018-03,1490,1563,0.9532949456174025
10015676907,2018-04,3156,3278,0.9627821842586943
10015676907,2018-05,2659,2761,0.9630568634552699
10015676907,2018-06,610,654,0.9327217125382263
10015676907,2018-07,1260,1599,0.7879924953095685
10015676907,2018-08,1425,1518,0.9387351778656127
10015676907,2018-09,420,474,0.8860759493670886
10015676913,2018-01,5811,6228,0.9330443159922929
10015676913,2018-02,274,292,0.9383561643835616
10015676913,2018-03,34,38,0.8947368421052632
10015676913,2018-04,25,27,0.9259259259259259
10015676913,2018-05,12,13,0.9230769230769231
10015676913,2018-06,16,19,0.8421052631578947
10015676913,2018-07,9,9,1.0
10015676913,2018-08,1,1,1.0
10015676913,2018-09,2,2,1.0
10015676983,2018-01,35,44,0.7954545454545454
10015676983,2018-02,1,2,0.5
10015676983,2018-03,4,9,0.4444444444444444
10015676983,2018-04,2,10,0.2
10015676983,2018-05,21,29,0.7241379310344828
10015676983,2018-06,27,37,0.7297297297297297
10015676983,2018-07,32,49,0.6530612244897959
10015676983,2018-08,25,37,0.6756756756756757
10015676983,2018-09,16,21,0.7619047619047619
10015677328,2018-01,1,1,1.0
10015688678,2018-01,120,140,0.8571428571428571
10015688678,2018-02,12,14,0.8571428571428571
10015688678,2018-03,1,1,1.0
10015688678,2018-04,1,1,1.0
10015688678,2018-06,0,2,0.0
10015688678,2018-08,0,1,0.0
10015689254,2018-01,8,52,0.15384615384615385
10015689526,2018-01,0,96,0.0
10015691233,2018-01,940,10009,0.09391547607153562
10015691233,2018-02,237,2966,0.0799055967633176
10015691233,2018-03,60,2340,0.02564102564102564
10015691233,2018-04,9,507,0.01775147928994083
10015691233,2018-05,20,480,0.041666666666666664
10015691233,2018-06,14507,17944,0.808459652251449
10015691233,2018-07,4817,6255,0.7701039168665068
10015691233,2018-08,18532,21670,0.8551915089986156
10015691233,2018-09,33639,39348,0.854910033546813
10015691603,2018-01,28,35,0.8
10015691603,2018-02,7,9,0.7777777777777778
10015691603,2018-03,11,23,0.4782608695652174
10015691603,2018-04,17,25,0.68
10015691603,2018-05,33,45,0.7333333333333333
10015691603,2018-06,19,33,0.5757575757575758
10015691603,2018-07,11,24,0.4583333333333333
10015691603,2018-08,20,34,0.5882352941176471
10015691603,2018-09,37,47,0.7872340425531915
10015691825,2018-03,3,3,1.0
10015691825,2018-04,0,1,0.0
10015692453,2018-01,0,2,0.0
10015692453,2018-02,6,359,0.016713091922005572
10015692453,2018-03,13,56,0.23214285714285715
10015692600,2018-01,525,594,0.8838383838383839
10015692600,2018-02,45,60,0.75
10015693181,2018-01,37,151,0.24503311258278146
10015693181,2018-02,10,68,0.14705882352941177
10015693181,2018-03,12,73,0.1643835616438356
10015693181,2018-04,56,137,0.40875912408759124
10015693181,2018-05,134,256,0.5234375
10015693181,2018-06,39,220,0.17727272727272728
10015693181,2018-07,377,1207,0.3123446561723281
10015693181,2018-08,8125,11577,0.7018225792519651
10015693181,2018-09,25708,28913,0.8891502092484349
10015693223,2018-01,7,413,0.01694915254237288
10015694567,2018-01,43,101,0.42574257425742573
10015694567,2018-02,3,6,0.5
10015695146,2018-03,0,2,0.0
10015695146,2018-04,1,4,0.25
10015696355,2018-03,65,89,0.7303370786516854
10015696355,2018-04,162,286,0.5664335664335665
10015696355,2018-05,180,335,0.5373134328358209
10015696355,2018-06,83,258,0.32170542635658916
10015696355,2018-07,336,475,0.7073684210526315
10015696355,2018-08,394,562,0.701067615658363
10015696355,2018-09,123,219,0.5616438356164384
10015700337,2018-01,5,7,0.7142857142857143
10015700337,2018-02,6,9,0.6666666666666666
10015703153,2018-01,148,417,0.354916067146283
10015703153,2018-02,13,19,0.6842105263157895
10015704199,2018-01,50,16865,0.0029647198339756895
10015704199,2018-02,142,1183,0.12003381234150465
10015704199,2018-03,0,2,0.0
10015704199,2018-07,5010,5116,0.9792806880375293
10015704199,2018-08,54,151,0.3576158940397351
10015704199,2018-09,417,484,0.8615702479338843
10015706162,2018-01,323,4531,0.07128669167954094
10015706162,2018-02,332,3638,0.09125893347993402
10015706162,2018-03,618,10250,0.060292682926829266
10015706162,2018-04,1600,25464,0.06283380458686773
10015706162,2018-05,1856,17582,0.10556250710954385
10015706162,2018-06,1762,12402,0.14207385905499112
10015706162,2018-07,2853,26828,0.10634411808558222
10015706162,2018-08,6317,38179,0.16545745043086513
10015706162,2018-09,9562,25165,0.3799721835883171
10015706373,2018-03,1,2,0.5
10015728701,2018-01,5,6,0.8333333333333334
10015728701,2018-02,0,1,0.0
10015728701,2018-03,3,5,0.6
10015728701,2018-05,2,2,1.0
10015728701,2018-06,1,1,1.0
10015728701,2018-07,2,2,1.0
10015728701,2018-08,2,2,1.0
10015750661,2018-01,1,1,1.0
10015750661,2018-02,0,1,0.0
10015750661,2018-05,1,1,1.0
10015763879,2018-01,1180,7117,0.16580019671209778
10015763879,2018-02,651,3415,0.19062957540263542
10015763879,2018-03,766,3386,0.2262256349675133
10015763879,2018-04,3331,6087,0.5472318054871037
10015763879,2018-05,6302,10626,0.5930735930735931
10015763879,2018-06,8967,14244,0.6295282224094355
10015763879,2018-07,5519,8897,0.6203214566707879
10015763879,2018-08,2184,3958,0.5517938352703385
10015763879,2018-09,2204,2873,0.7671423599025409
10015764273,2018-01,1,2,0.5
10015764273,2018-02,5,8,0.625
10015764273,2018-03,42,88,0.4772727272727273
10015764273,2018-04,92,162,0.5679012345679012
10015764273,2018-05,86,170,0.5058823529411764
10015764273,2018-06,8,14,0.5714285714285714
10015764273,2018-07,3,6,0.5
10015764273,2018-08,1,2,0.5
10015764273,2018-09,2,4,0.5
10015764787,2018-01,223,12352,0.01805375647668394
10015764787,2018-02,0,1,0.0
10015764787,2018-03,0,1,0.0
10015764787,2018-05,0,1,0.0
10015764787,2018-06,2,8,0.25
10015764787,2018-07,6,9,0.6666666666666666
10015764787,2018-09,1,3,0.3333333333333333
10015767991,2018-01,6457,6794,0.950397409478952
10015767991,2018-02,340,374,0.9090909090909091
10015767991,2018-03,27,30,0.9
10015767991,2018-04,170,179,0.9497206703910615
10015767991,2018-05,3367,3470,0.9703170028818444
10015767991,2018-06,9472,9730,0.9734840698869476
10015767991,2018-07,24133,24863,0.9706391022804971
10015767991,2018-08,17841,18583,0.9600710326642631
10015767991,2018-09,7275,7578,0.9600158353127475
10015768245,2018-01,6,1482,0.004048582995951417
10015768245,2018-02,0,361,0.0
10015768245,2018-03,0,1121,0.0
10015768245,2018-04,1,272,0.003676470588235294
10015768245,2018-05,7,103,0.06796116504854369
10015768245,2018-06,0,14,0.0
10015768245,2018-07,1,13,0.07692307692307693
10015771984,2018-01,6,320,0.01875
10015772018,2018-01,24,617,0.03889789303079417
10015772018,2018-02,0,176,0.0
10015772018,2018-03,2,218,0.009174311926605505
10015772018,2018-04,1,133,0.007518796992481203
10015772018,2018-05,0,108,0.0
10015772018,2018-06,1,173,0.005780346820809248
10015790921,2018-03,774,10845,0.07136929460580912
10015790921,2018-04,2370,33967,0.06977360379191569
10015790921,2018-05,3161,23395,0.13511434067108358
10015790921,2018-06,2091,6801,0.3074547860608734
10015790921,2018-07,663,3004,0.2207057256990679
10015790921,2018-08,83,1056,0.07859848484848485
10015790921,2018-09,78,1089,0.07162534435261708
10015791021,2018-01,4172,7199,0.5795249340186137
10015791021,2018-02,2264,3813,0.5937581956464726
10015791021,2018-03,2540,10191,0.2492395250711412
10015791021,2018-04,1183,2585,0.4576402321083172
10015791021,2018-05,592,5730,0.10331588132635253
10015791021,2018-06,308,3415,0.09019033674963396
10015791021,2018-07,383,3378,0.11338069863824748
10015791021,2018-08,112,908,0.12334801762114538
10015791021,2018-09,66,1605,0.041121495327102804
10015791209,2018-01,0,2,0.0
10015791209,2018-02,1,27,0.037037037037037035
10015791209,2018-03,3333,12128,0.27481860158311344
10015791209,2018-04,1907,7404,0.2575634792004322
10015791209,2018-05,1,3,0.3333333333333333
10015799633,2018-02,1,2,0.5
10015810174,2018-01,1146,4772,0.24015088013411567
10015810174,2018-02,5,68,0.07352941176470588
10015810174,2018-03,19,224,0.08482142857142858
10015810174,2018-04,1165,5049,0.23073876015052486
10015810174,2018-05,3791,14006,0.27066971298015136
10015810174,2018-06,4182,15400,0.27155844155844155
10015810174,2018-07,8906,16659,0.5346059187226124
10015810174,2018-08,11537,13593,0.8487456779224601
10015810174,2018-09,4383,5853,0.7488467452588417
10015812165,2018-01,7714,9614,0.8023715415019763
10015812165,2018-02,1127,1450,0.7772413793103449
10015812165,2018-03,269,438,0.6141552511415526
10015812165,2018-04,132,355,0.37183098591549296
10015812165,2018-05,461,851,0.5417156286721504
10015812165,2018-06,348,620,0.5612903225806452
10015812165,2018-07,308,682,0.45161290322580644
10015812165,2018-08,279,635,0.4393700787401575
10015812165,2018-09,152,509,0.29862475442043224
10015815831,2018-01,2,2,1.0
10015815831,2018-03,2,3,0.6666666666666666
10015815831,2018-04,0,1,0.0
10015815831,2018-05,4,5,0.8
10015830843,2018-01,86,11891,0.007232360608863847
10015830843,2018-02,0,2,0.0
10015830843,2018-03,0,5,0.0
10015830843,2018-05,0,1,0.0
10015835603,2018-01,4,4,1.0
10015835603,2018-02,1,1,1.0
10015862359,2018-01,839,7503,0.11182193789151006
10015862359,2018-02,2,200,0.01
10015864341,2018-01,4,445,0.008988764044943821
10015866424,2018-04,1,2,0.5
10015866424,2018-05,1723,1781,0.9674340258281864
10015866424,2018-06,55,56,0.9821428571428571
10015866424,2018-07,1198,1671,0.7169359664871334
10015866424,2018-08,760,847,0.89728453364817
10015866424,2018-09,75,98,0.7653061224489796
10015869339,2018-01,1,178,0.0056179775280898875
10015869339,2018-03,0,18,0.0
10015873402,2018-01,3,4,0.75
10015873402,2018-02,0,1,0.0
10015873450,2018-03,2,3,0.6666666666666666
10015873450,2018-04,1,1,1.0
10015874209,2018-01,0,2,0.0
10015874731,2018-01,38,18916,0.0020088813702685555
10015874731,2018-02,0,1,0.0
10015874731,2018-03,0,2,0.0
10015874731,2018-04,1,3,0.3333333333333333
10015874731,2018-05,1,2,0.5
10015874731,2018-06,1,4,0.25
10015875602,2018-01,5196,8361,0.6214567635450305
10015875602,2018-02,3011,4037,0.7458508793658657
10015875602,2018-03,702,867,0.8096885813148789
10015875602,2018-04,5,34,0.14705882352941177
10015875602,2018-05,8,12,0.6666666666666666
10015875602,2018-06,21,46,0.45652173913043476
10015875602,2018-07,1,5,0.2
10015877464,2018-01,0,4456,0.0
10015877464,2018-03,1,4,0.25
10015878630,2018-01,84,196,0.42857142857142855
10015878630,2018-02,95,149,0.6375838926174496
10015878630,2018-03,319,480,0.6645833333333333
10015878630,2018-05,7591,14167,0.535822686525023
10015878630,2018-06,9699,29815,0.3253060539996646
10015878630,2018-07,14924,30073,0.4962591028497323
10015878630,2018-08,6057,17459,0.346927086316513
10015878630,2018-09,13553,25238,0.5370076868214597
10015880720,2018-08,320,328,0.975609756097561
10015880720,2018-09,413,418,0.9880382775119617
10015880840,2018-05,4,11,0.36363636363636365
10015880840,2018-06,99,194,0.5103092783505154
10015880840,2018-07,107,151,0.7086092715231788
10015880840,2018-08,61,65,0.9384615384615385
10015880840,2018-09,11,12,0.9166666666666666
10015888608,2018-01,1183,4660,0.253862660944206
10015888608,2018-05,1105,3724,0.2967239527389903
10015888608,2018-06,379,1333,0.2843210802700675
10015888608,2018-07,4089,35767,0.11432325886990802
10015888608,2018-08,2784,18100,0.1538121546961326
10015888608,2018-09,990,12144,0.08152173913043478
10015911459,2018-01,1104,4090,0.2699266503667482
10015911459,2018-03,16,550,0.02909090909090909
10015911459,2018-09,2,2,1.0
10015916166,2018-01,2482,62855,0.03948770980828892
10015916365,2018-01,1699,21172,0.08024749669374645
10015916365,2018-02,0,1,0.0
10015921623,2018-01,13,1967,0.0066090493136756485
10015921623,2018-02,1,269,0.0037174721189591076
10015923677,2018-01,2246,5190,0.4327552986512524
10015923677,2018-02,685,1320,0.5189393939393939
10015923840,2018-01,0,1,0.0
10015923840,2018-05,1,1,1.0
10015923840,2018-06,1,4,0.25
10015923840,2018-07,0,1,0.0
10015923927,2018-09,250,311,0.8038585209003215
10015924266,2018-01,3650,6528,0.5591299019607843
10015924266,2018-02,2355,4120,0.5716019417475728
10015924266,2018-03,1416,3091,0.4581041734066645
10015924266,2018-04,3632,8378,0.4335163523513965
10015924266,2018-05,9754,15526,0.628236506505217
10015924266,2018-06,9556,15033,0.6356681966340717
10015924266,2018-07,7680,11361,0.6759968312648534
10015924266,2018-08,3706,6021,0.6155123733599069
10015924266,2018-09,2772,4293,0.6457023060796646
10015925527,2018-01,72,140,0.5142857142857142
10015925527,2018-02,15,34,0.4411764705882353
10015925527,2018-03,17,22,0.7727272727272727
10015925527,2018-04,19,24,0.7916666666666666
10015925527,2018-05,1,4,0.25
10015936693,2018-01,7,488,0.014344262295081968
10015936693,2018-02,1,146,0.00684931506849315
10015936693,2018-03,0,1,0.0
10015944928,2018-01,0,182,0.0
10015944928,2018-02,0,21,0.0
10015944928,2018-03,0,1,0.0
10015946267,2018-02,1,15,0.06666666666666667
10015946267,2018-03,3,157,0.01910828025477707
10015946267,2018-04,668,787,0.8487928843710292
10015946267,2018-05,91,132,0.6893939393939394
10015946267,2018-06,92,274,0.3357664233576642
10015946267,2018-07,382,679,0.5625920471281296
10015946267,2018-08,51,235,0.2170212765957447
10015946267,2018-09,1,8,0.125
10015994345,2018-01,2,2,1.0
10015994345,2018-04,1,1,1.0
10015994345,2018-06,2098,2737,0.7665327000365364
10015994345,2018-07,1659,2068,0.8022243713733076
10015994345,2018-08,989,1246,0.7937399678972713
10015994345,2018-09,1639,2003,0.81827259111333
10015994365,2018-01,9,2295,0.00392156862745098
10016039762,2018-01,6,7,0.8571428571428571
10016039762,2018-02,4,5,0.8
10016039762,2018-03,3,4,0.75
10016039762,2018-05,2,2,1.0
10016039762,2018-06,1,1,1.0
10016041945,2018-01,313,615,0.5089430894308943
10016041945,2018-02,450,575,0.782608695652174
10016041945,2018-03,194,241,0.8049792531120332
10016041945,2018-04,0,1,0.0
10016041945,2018-05,0,2,0.0
10016041945,2018-06,0,2,0.0
10016041945,2018-07,0,3,0.0
10016041954,2018-01,2596,2909,0.8924028875902372
10016041954,2018-02,394,457,0.862144420131291
10016041954,2018-03,546,664,0.822289156626506
10016041954,2018-04,406,553,0.7341772151898734
10016041954,2018-05,369,427,0.8641686182669789
10016041954,2018-06,113,147,0.7687074829931972
10016041954,2018-07,57,98,0.5816326530612245
10016041954,2018-08,58,89,0.651685393258427
10016041954,2018-09,93,128,0.7265625
10016043198,2018-01,147,337,0.4362017804154303
10016043198,2018-02,588,735,0.8
10016043198,2018-03,319,388,0.8221649484536082
10016043825,2018-01,505,816,0.6188725490196079
10016043825,2018-02,190,249,0.7630522088353414
10016043825,2018-03,110,126,0.873015873015873
10016043908,2018-01,211,402,0.5248756218905473
10016043908,2018-02,205,285,0.7192982456140351
10016043908,2018-03,123,147,0.8367346938775511
10016043908,2018-04,0,3,0.0
10016044002,2018-01,272,570,0.47719298245614034
10016044002,2018-02,993,1341,0.7404921700223713
10016044002,2018-03,273,331,0.824773413897281
10016044002,2018-04,2,6,0.3333333333333333
10016044002,2018-05,4,8,0.5
10016044002,2018-06,0,20,0.0
10016044002,2018-07,13,20,0.65
10016044002,2018-08,0,1,0.0
10016044108,2018-01,35,145,0.2413793103448276
10016044108,2018-02,190,286,0.6643356643356644
10016044108,2018-03,55,84,0.6547619047619048
10016044108,2018-04,2,5,0.4
10016044108,2018-05,1,1,1.0
10016044108,2018-06,0,6,0.0
10016044108,2018-07,1,3,0.3333333333333333
10016044354,2018-01,27,51,0.5294117647058824
10016044354,2018-02,63,91,0.6923076923076923
10016044354,2018-03,19,30,0.6333333333333333
10016056767,2018-02,2,3,0.6666666666666666
10016056767,2018-03,121,214,0.5654205607476636
10016056767,2018-04,550,880,0.625
10016056767,2018-05,2471,3911,0.6318077218102787
10016056767,2018-06,1154,2828,0.40806223479490805
10016059418,2018-01,194,257,0.754863813229572
10016059418,2018-02,26,28,0.9285714285714286
10016059418,2018-03,2,2,1.0
10016059418,2018-04,0,2,0.0
10016059418,2018-05,1,1,1.0
10016059998,2018-01,52,85,0.611764705882353
10016059998,2018-02,16,45,0.35555555555555557
10016100873,2018-01,1393,2697,0.5164998146088247
10016100873,2018-02,146,364,0.4010989010989011
10016100873,2018-03,55,169,0.3254437869822485
10016100873,2018-04,70,145,0.4827586206896552
10016100873,2018-05,3,13,0.23076923076923078
10016100873,2018-06,1,4,0.25
10016100873,2018-07,0,1,0.0
10016100873,2018-08,1,1,1.0
10016109994,2018-03,0,1,0.0
10016119581,2018-01,8,8,1.0
10016119581,2018-02,1,1,1.0
10016119581,2018-04,0,2,0.0
10016129649,2018-01,2,2,1.0
10016129649,2018-02,13,29,0.4482758620689655
10016129649,2018-03,7,13,0.5384615384615384
10016129649,2018-04,16,41,0.3902439024390244
10016129649,2018-05,29,67,0.43283582089552236
10016129649,2018-06,27,79,0.34177215189873417
10016129649,2018-07,29,85,0.3411764705882353
10016129649,2018-08,47,141,0.3333333333333333
10016129649,2018-09,55,204,0.2696078431372549
10016133797,2018-01,0,1,0.0
10016133797,2018-08,3,4,0.75
10016133797,2018-09,2,2,1.0
10016140449,2018-01,4,5,0.8
10016140449,2018-02,2,4,0.5
10016140449,2018-03,2,3,0.6666666666666666
10016140449,2018-04,76,87,0.8735632183908046
10016140449,2018-05,82,90,0.9111111111111111
10016140449,2018-06,4,9,0.4444444444444444
10016140449,2018-07,1,2,0.5
10016140449,2018-09,0,1,0.0
10016189109,2018-01,2,1327,0.0015071590052750565
10016203267,2018-01,1,1,1.0
10016203267,2018-04,3,3,1.0
10016203267,2018-06,5219,11397,0.4579275247872247
10016203267,2018-07,48327,68012,0.710565782508969
10016203267,2018-08,11078,20615,0.5373756973077856
10016203267,2018-09,11940,21139,0.5648327735465254
10016246234,2018-01,206,355,0.5802816901408451
10016246234,2018-02,40,60,0.6666666666666666
10016247026,2018-01,1,1,1.0
10016247026,2018-06,1634,1767,0.9247311827956989
10016247026,2018-07,8881,9121,0.9736870957131893
10016247026,2018-08,3150,3264,0.9650735294117647
10016247026,2018-09,1362,1434,0.9497907949790795
10016247299,2018-01,0,11913,0.0
10016247299,2018-03,2,5,0.4
10016247299,2018-04,2218,2581,0.8593568384347152
10016247299,2018-05,1160,1504,0.7712765957446809
10016247299,2018-06,465,567,0.8201058201058201
10016247299,2018-07,270,347,0.7780979827089337
10016247299,2018-08,68,89,0.7640449438202247
10016247299,2018-09,5,6,0.8333333333333334
