no_mec,month,IDCARD
10015692453,2018-03,62
10015692600,2017-09,1
10015692600,2017-10,29234
10015692600,2018-01,594
10015692600,2018-02,62
10015693181,2017-09,149
10015693181,2017-10,2180
10015693181,2018-01,151
10015693181,2018-02,127
10015693181,2018-03,135
10015693181,2018-04,198
10015693181,2018-06,408
10015693181,2018-07,1503
10015693181,2018-08,12120
10015693181,2018-09,36551
10015693223,2017-09,8
10015693223,2017-10,1175
10015693223,2018-01,413
10015693307,2017-10,1
10015694567,2018-01,91
10015694567,2018-02,9
10015695146,2018-03,2
10015695146,2018-04,5
10015695146,2018-06,3
10015696355,2018-03,90
10015696355,2018-04,366
10015696355,2018-06,864
10015696355,2018-07,1248
10015696355,2018-08,1661
10015696355,2018-09,1621
10015700337,2018-01,7
10015700337,2018-02,10
10015703153,2018-01,415
10015703153,2018-02,385
10015703153,2018-03,368
10015703153,2018-04,326
10015704199,2018-01,16860
10015704199,2018-02,1203
10015704199,2018-03,3
10015704199,2018-07,5193
10015704199,2018-08,229
10015704199,2018-09,565
10015706162,2018-01,4531
10015706162,2018-02,6987
10015706162,2018-03,13708
10015706162,2018-04,36795
10015706162,2018-06,45376
10015706162,2018-07,51931
10015706162,2018-08,75750
10015706162,2018-09,49503
10015706373,2018-03,1
10015728701,2017-10,9
10015728701,2018-01,4
10015728701,2018-02,1
10015728701,2018-03,9
10015728701,2018-04,5
10015728701,2018-06,6
10015728701,2018-07,6
10015728701,2018-08,4
10015728701,2018-09,4
10015750661,2018-01,1
10015750661,2018-02,2
10015763879,2018-01,6998
10015763879,2018-02,4399
10015763879,2018-03,5109
10015763879,2018-04,8759
10015763879,2018-06,28595
10015763879,2018-07,31882
10015763879,2018-08,27326
10015763879,2018-09,23590
10015764273,2018-01,2
10015764273,2018-02,7
10015764273,2018-03,80
10015764273,2018-04,210
10015764273,2018-06,315
10015764273,2018-07,324
10015764273,2018-08,311
10015764273,2018-09,311
10015764787,2018-01,12352
10015764787,2018-02,12112
10015764787,2018-03,2913
10015764787,2018-04,1205
10015764787,2018-06,10
10015764787,2018-07,108
10015764787,2018-08,88
10015764787,2018-09,3
10015767991,2018-01,6592
10015767991,2018-02,5472
10015767991,2018-03,844
10015767991,2018-04,217
10015767991,2018-06,12550
10015767991,2018-07,35544
10015767991,2018-08,47731
10015767991,2018-09,36194
10015768245,2018-01,1482
10015768245,2018-02,1109
10015768245,2018-03,2250
10015768245,2018-04,2330
10015768245,2018-06,1767
10015768245,2018-07,1373
10015771984,2018-01,319
10015771984,2018-02,304
10015771984,2018-03,301
10015771984,2018-04,300
10015771984,2018-06,300
10015772018,2017-10,2
10015772018,2018-01,616
10015772018,2018-02,210
10015772018,2018-03,281
10015772018,2018-04,190
10015772018,2018-06,234
10015790921,2018-03,10948
10015790921,2018-04,37103
10015790921,2018-06,26983
10015790921,2018-07,24773
10015790921,2018-08,22028
10015790921,2018-09,17556
10015791021,2018-01,7173
10015791021,2018-02,6360
10015791021,2018-03,15764
10015791021,2018-04,7702
10015791021,2018-06,10732
10015791021,2018-07,13482
10015791021,2018-08,9941
10015791021,2018-09,8608
10015791209,2018-01,1
10015791209,2018-02,29
10015791209,2018-03,11957
10015791209,2018-04,8476
10015799633,2018-02,2
10015799633,2018-06,1
10015799633,2018-07,1
10015799633,2018-08,1
10015799633,2018-09,1
10015810174,2017-10,4
10015810174,2018-01,4422
10015810174,2018-02,79
10015810174,2018-03,243
10015810174,2018-04,5053
10015810174,2018-06,17348
10015810174,2018-07,18565
10015810174,2018-08,17258
10015810174,2018-09,9238
10015812165,2017-10,1
10015812165,2018-01,9578
10015812165,2018-02,9373
10015812165,2018-03,8662
10015812165,2018-04,6246
10015812165,2018-06,3877
10015812165,2018-07,5019
10015812165,2018-08,6924
10015812165,2018-09,6799
10015815831,2018-01,2
10015815831,2018-03,3
10015815831,2018-04,2
10015815831,2018-06,1
10015815831,2018-07,1
10015815831,2018-08,1
10015815831,2018-09,1
10015830843,2018-01,11891
10015830843,2018-02,11533
10015830843,2018-03,11462
10015830843,2018-04,11395
10015835603,2018-01,4
10015835603,2018-02,4
10015835603,2018-03,3
10015835603,2018-04,2
10015862359,2018-01,7499
10015862359,2018-02,250
10015864341,2018-01,445
10015866424,2018-04,1
10015866424,2018-06,1740
10015866424,2018-07,3407
10015866424,2018-08,4099
10015866424,2018-09,3615
10015869339,2017-10,2
10015869339,2018-01,178
10015869339,2018-03,18
10015873402,2018-01,3
10015873402,2018-02,1
10015873450,2018-03,2
10015873450,2018-04,1
10015874209,2018-01,2
10015874731,2018-01,18908
10015874731,2018-02,30
10015874731,2018-03,129
10015874731,2018-04,18613
10015874731,2018-06,63
10015874731,2018-07,5
10015874731,2018-08,9
10015874731,2018-09,9
10015875602,2018-01,8325
10015875602,2018-02,5951
10015875602,2018-03,3582
10015875602,2018-04,112
10015875602,2018-06,102
10015875602,2018-07,57
10015875602,2018-08,9
10015877464,2018-01,4456
10015877464,2018-03,2
10015878630,2018-01,194
10015878630,2018-02,158
10015878630,2018-03,496
10015878630,2018-06,35906
10015878630,2018-07,51606
10015878630,2018-08,45522
10015878630,2018-09,65537
10015879024,2017-10,1
10015880720,2018-08,325
10015880720,2018-09,667
10015880840,2018-06,188
10015880840,2018-07,209
10015880840,2018-08,112
10015880840,2018-09,31
10015888608,2018-01,4659
10015888608,2018-06,3085
10015888608,2018-07,30267
10015888608,2018-08,36840
10015888608,2018-09,34966
10015911459,2018-01,4090
10015911459,2018-03,1852
10015911459,2018-09,3
10015916166,2018-01,62855
10015916365,2018-01,21172
10015916365,2018-02,20852
10015916365,2018-03,20825
10015916365,2018-04,20707
10015921623,2018-01,1967
10015921623,2018-02,776
10015921623,2018-03,3
10015923677,2018-01,5186
10015923677,2018-02,1335
10015923840,2018-01,1
10015923840,2018-06,3
10015923840,2018-07,3
10015923840,2018-08,1
10015923927,2018-09,310
10015924266,2018-01,6509
10015924266,2018-02,8499
10015924266,2018-03,8439
10015924266,2018-04,14737
10015924266,2018-06,32003
10015924266,2018-07,34626
10015924266,2018-08,30695
10015924266,2018-09,25923
10015925527,2018-01,139
10015925527,2018-02,164
10015925527,2018-03,121
10015925527,2018-04,134
10015925527,2018-06,99
10015925527,2018-07,99
10015925527,2018-08,86
10015925527,2018-09,82
10015936693,2018-01,488
10015936693,2018-02,217
10015936693,2018-03,2
10015944928,2018-01,182
10015944928,2018-02,22
10015944928,2018-03,1
10015946267,2018-02,15
10015946267,2018-03,158
10015946267,2018-04,839
10015946267,2018-06,1000
10015946267,2018-07,1626
10015946267,2018-08,1862
10015946267,2018-09,1817
10015994345,2018-01,2
10015994345,2018-02,1
10015994345,2018-03,1
10015994345,2018-04,1
10015994345,2018-06,2723
10015994345,2018-07,4172
10015994345,2018-08,4072
10015994345,2018-09,4416
10015994365,2018-01,2295
10016039762,2018-01,7
10016039762,2018-02,12
10016039762,2018-03,14
10016039762,2018-04,8
10016039762,2018-06,7
10016041945,2018-01,607
10016041945,2018-02,647
10016041945,2018-03,581
10016041945,2018-04,6
10016041945,2018-06,5
10016041945,2018-07,4
10016041945,2018-08,1
10016041954,2018-01,2784
10016041954,2018-02,3142
10016041954,2018-03,3503
10016041954,2018-04,3351
10016041954,2018-06,3841
10016041954,2018-07,3795
10016041954,2018-08,3738
10016041954,2018-09,3515
10016043198,2018-01,337
10016043198,2018-02,842
10016043198,2018-03,628
10016043825,2018-01,814
10016043825,2018-02,297
10016043825,2018-03,261
10016043908,2018-01,368
10016043908,2018-02,358
10016043908,2018-03,292
10016043908,2018-04,4
10016044002,2018-01,567
10016044002,2018-02,1470
10016044002,2018-03,807
10016044002,2018-04,12
10016044002,2018-06,31
10016044002,2018-07,26
10016044002,2018-08,2
10016044108,2018-01,136
10016044108,2018-02,313
10016044108,2018-03,198
10016044108,2018-04,10
10016044108,2018-06,14
10016044108,2018-07,15
10016044108,2018-08,3
10016044354,2018-01,51
10016044354,2018-02,97
10016044354,2018-03,49
10016056767,2018-02,2
10016056767,2018-03,208
10016056767,2018-04,1030
10016056767,2018-06,5887
10016056767,2018-07,1611
10016059418,2018-01,257
10016059418,2018-02,38
10016059418,2018-03,3
10016059418,2018-04,2
10016059998,2018-01,79
10016059998,2018-02,54
10016100873,2018-01,2670
10016100873,2018-02,2480
10016100873,2018-03,2104
10016100873,2018-04,1805
10016100873,2018-06,21
10016100873,2018-07,16
10016100873,2018-08,11
10016100873,2018-09,1
10016109994,2018-03,1
10016119581,2018-01,8
10016119581,2018-02,4
10016119581,2018-03,5
10016119581,2018-04,4
10016129649,2018-01,2
10016129649,2018-02,30
10016129649,2018-03,26
10016129649,2018-04,59
10016129649,2018-06,153
10016129649,2018-07,194
10016129649,2018-08,299
10016129649,2018-09,423
10016133797,2018-01,1
10016133797,2018-08,2
10016133797,2018-09,2
10016140449,2018-01,3
10016140449,2018-02,4
10016140449,2018-03,5
10016140449,2018-04,90
10016140449,2018-06,159
10016140449,2018-07,106
10016140449,2018-08,88
10016140449,2018-09,81
10016189109,2018-01,1327
10016189109,2018-02,1
10016203267,2018-01,1
10016203267,2018-02,1
10016203267,2018-04,3
10016203267,2018-06,11494
10016203267,2018-07,77032
10016203267,2018-08,71549
10016203267,2018-09,72617
10016246234,2018-01,352
10016246234,2018-02,71
10016247026,2018-01,1
10016247026,2018-06,1767
10016247026,2018-07,10441
10016247026,2018-08,11148
10016247026,2018-09,11215
10016247299,2018-01,11913
10016247299,2018-03,7
10016247299,2018-04,2555
10016247299,2018-06,2953
10016247299,2018-07,2602
10016247299,2018-08,1861
10016247299,2018-09,428
10016247639,2018-01,2
10016247639,2018-04,2
10016247639,2018-06,25880
10016247639,2018-07,111584
10016247639,2018-08,115350
10016247639,2018-09,122612
10016254945,2018-01,21066
10016254945,2018-02,19922
10016254945,2018-03,35510
10016254945,2018-04,45264
10016254945,2018-06,51769
10016254945,2018-07,43569
10016254945,2018-08,32833
10016254945,2018-09,61467
10016290003,2018-03,5
10016290003,2018-04,6
10016290003,2018-06,9
10016290003,2018-07,10
10016290003,2018-08,7
10016293443,2018-02,1
10016293443,2018-03,14446
10016293443,2018-04,96755
10016293443,2018-06,167716
10016293443,2018-07,137792
10016293443,2018-08,117532
10016293443,2018-09,110876
10016293988,2018-02,1
10016294780,2018-01,8
10016294780,2018-02,6
10016294780,2018-03,18
10016294780,2018-04,56
10016294780,2018-06,91
10016294780,2018-07,64
10016294780,2018-08,49
10016294780,2018-09,50
10016310504,2018-06,2
10016310504,2018-08,3
10016310504,2018-09,24
10016321570,2018-08,111064
10016321570,2018-09,849238
10016356317,2018-01,77
10016356317,2018-07,15
10016356317,2018-09,1
10016361766,2018-01,8
10016361766,2018-02,10
10016361766,2018-03,3
10016361766,2018-04,1
10016361766,2018-06,1
10016361766,2018-07,5
10016361766,2018-08,7
10016361766,2018-09,3
10016363541,2018-01,66
10016363541,2018-02,23418
10016363541,2018-03,6885
10016363541,2018-04,1806
10016363541,2018-06,621
10016363541,2018-07,746
10016363541,2018-08,33
10016363541,2018-09,1
10016363870,2018-02,1
10016368473,2018-01,43
10016368473,2018-02,114
10016368473,2018-03,30
10016368473,2018-04,66
10016368473,2018-07,10
10016368473,2018-08,48
10016368473,2018-09,166
10016368761,2018-01,21379
10016368761,2018-02,20561
10016368761,2018-03,7696
10016371156,2018-03,2
10016377761,2018-03,19
10016377761,2018-04,596
10016377761,2018-06,1008
10016377761,2018-07,929
10016377761,2018-08,1645
10016377761,2018-09,4345
10016387225,2018-01,2
10016387225,2018-02,3
10016387225,2018-03,2
10016387225,2018-06,3
10016387225,2018-07,2
10016387225,2018-08,1
10016387225,2018-09,1
10016417748,2018-01,2
10016417748,2018-02,1
10016417748,2018-03,1
10016417748,2018-04,3
10016417748,2018-06,228
10016417748,2018-07,248
10016417748,2018-08,511
10016417748,2018-09,46
10016731578,2018-01,27
10016731578,2018-02,136
10016731578,2018-03,56
10016731578,2018-04,3
10016738204,2018-01,55
10016738204,2018-02,43
10016738204,2018-03,160
10016738204,2018-04,473
10016738204,2018-06,814
10016738204,2018-07,1055
10016738204,2018-08,2029
10016738204,2018-09,2009
10017051785,2018-01,5
10017051785,2018-02,6
10017051785,2018-03,53
10017051785,2018-04,234
10017051785,2018-06,2221
10017051785,2018-07,2393
10017051785,2018-08,2376
10017051785,2018-09,1826
10017070168,2018-04,2
10017070168,2018-06,342
10017070168,2018-07,649
10017070168,2018-08,249
10017070168,2018-09,6
10017071221,2018-01,8341
10017074860,2018-03,2
10017074860,2018-04,63
10017074860,2018-06,1675
10017074860,2018-07,376
10017074860,2018-08,90
10017074860,2018-09,26
10017079246,2018-08,1
10017079246,2018-09,1
10017097810,2018-01,4
10017103555,2018-01,2
10017103555,2018-02,12
10017103555,2018-03,18
10017103555,2018-04,32
10017103555,2018-06,26
10017103555,2018-07,42
10017103555,2018-08,29
10017103555,2018-09,15
10017123829,2018-01,36
10017123829,2018-02,58
10017123829,2018-03,56
10017123829,2018-04,45
10017123829,2018-06,44
10017123829,2018-07,41
10017123829,2018-08,30
10017123829,2018-09,27
10017136654,2018-01,3
10017137744,2018-01,11
10017137744,2018-02,70
10017137744,2018-03,174
10017139343,2018-01,30
10017139343,2018-02,40
10017139343,2018-03,64
10017139343,2018-04,56
10017139343,2018-06,31
10017139343,2018-07,18
10017139343,2018-08,11
10017139343,2018-09,8
10017146291,2018-01,3
10017146291,2018-02,1111
10017146291,2018-03,2110
10017146291,2018-04,1567
10017146291,2018-06,308
10017146291,2018-07,100
10017146291,2018-08,65
10017146291,2018-09,75
10017148640,2018-01,1430
10017148640,2018-02,608
10017148640,2018-03,440
10017148640,2018-04,371
10017148640,2018-06,7
10017179136,2018-01,1
10017179421,2018-01,1
10017179421,2018-02,96
10017179421,2018-03,261263
10017179421,2018-04,514533
10017179421,2018-06,310206
10017179421,2018-07,296456
10017179421,2018-08,200262
10017179421,2018-09,205206
10017268303,2018-01,14
10017268303,2018-02,67
10017268303,2018-03,141
10017268303,2018-04,10
10017268303,2018-06,3
10017278930,2018-01,2
10017279592,2018-01,23
10017279592,2018-02,536
10017279592,2018-03,459
10017279592,2018-04,361
10017282813,2018-09,43
10017304381,2018-01,15
10017304381,2018-02,9
10017304381,2018-03,8
10017304381,2018-04,12
10017304381,2018-07,4
10017309950,2018-01,5
10017309950,2018-02,3
10017309950,2018-03,8802
10017309950,2018-04,31959
10017309950,2018-06,18292
10017309950,2018-07,17566
10017309950,2018-08,15897
10017309950,2018-09,1
10017327990,2018-01,4
10017327990,2018-03,1
10017327990,2018-04,14
10017327990,2018-06,136
10017327990,2018-07,177
10017327990,2018-08,146
10017328780,2018-01,2
10017328780,2018-02,39
10017328780,2018-03,45
10017328780,2018-04,36
10017328780,2018-06,35
10017328780,2018-07,14
10017328780,2018-08,402
10017328780,2018-09,433
10017331956,2018-06,1888
10017331956,2018-07,6083
10017331956,2018-08,6045
10017331956,2018-09,5589
10017337672,2018-01,1
10017337672,2018-08,3
10017337672,2018-09,54
10017357815,2018-03,1
10017357815,2018-04,72
10017357815,2018-06,40
10017357815,2018-07,20
10017357815,2018-08,15
10017357815,2018-09,8
10017392096,2018-01,1
10017392096,2018-02,5
10017392096,2018-03,18
10017392096,2018-04,55
10017392096,2018-06,6
10017392096,2018-07,14
10017437294,2018-01,204
10017437294,2018-03,174
10017437294,2018-06,556
10017439019,2018-01,263
10017439019,2018-02,3038
10017439019,2018-03,3571
10017439019,2018-04,7790
10017439019,2018-06,1434
10017439019,2018-07,757
10017439019,2018-08,762
10017439019,2018-09,803
10017441468,2018-01,1
10017441468,2018-02,3
10017441468,2018-03,1841
10017441468,2018-04,3301
10017441468,2018-06,4386
10017441468,2018-07,4432
10017441468,2018-08,4157
10017441468,2018-09,2186
10017482556,2018-01,15
10017482556,2018-02,2
10017482556,2018-03,1
10017487502,2018-04,1827
10017487502,2018-06,412
10017487502,2018-07,152
10017487502,2018-08,17
10017487502,2018-09,12
10017555488,2018-01,1
10017555488,2018-02,1
10017565576,2018-02,7
10017626750,2018-01,2
10017626750,2018-02,28126
10017626750,2018-03,27454
10017626750,2018-04,27124
10017667433,2018-04,1
10017714022,2018-01,5
10017714022,2018-02,4
10017714022,2018-03,1
10017714022,2018-04,1
10017717161,2018-03,3
10017717161,2018-04,1
10017737464,2018-01,6
10017737464,2018-02,64
10017737464,2018-03,241
10017737464,2018-04,692
10017737464,2018-06,2647
10017737464,2018-07,3706
10017737464,2018-08,5224
10017737464,2018-09,1862
10017740966,2018-07,12508
10017740966,2018-08,19472
10017740966,2018-09,17600
10017864164,2018-01,1
10017864164,2018-02,3
10017864164,2018-03,2
10017865891,2018-07,3
10017865891,2018-09,1
10017888841,2018-02,1
10017888841,2018-04,2
10017888841,2018-06,2
10017888841,2018-07,1
10017888841,2018-08,4
10017888841,2018-09,8
10017908304,2018-01,7
10017908304,2018-02,1384
10017908304,2018-03,1769
10017908304,2018-04,1258
10017908304,2018-06,218
10017908304,2018-07,19525
10017908304,2018-08,183
10017914139,2018-01,675
10017914139,2018-02,9010
10017914139,2018-03,4430
10017914139,2018-04,1151
10017914139,2018-06,7154
10017914139,2018-07,2967
10017914139,2018-08,9158
10017914139,2018-09,6153
10017945618,2018-02,1
10017945618,2018-03,288
10017945618,2018-04,250
10017945618,2018-06,376
10017945618,2018-07,204
10017945618,2018-08,235
10017945618,2018-09,593
10018148316,2018-01,5360
10018148316,2018-02,14825
10018148316,2018-03,13237
10018148316,2018-04,9183
10018148316,2018-06,9839
10018148316,2018-07,14154
10018148316,2018-08,12669
10018148316,2018-09,13113
10018174644,2018-08,10
10018174644,2018-09,25
10018202806,2018-02,57
10018202806,2018-03,1745
10018202806,2018-04,11987
10018202806,2018-06,104757
10018202806,2018-07,170770
10018202806,2018-08,239967
10018202806,2018-09,345305
10018258481,2018-01,1
10018258481,2018-02,3
10018258481,2018-03,19
10018258481,2018-04,93
10018258481,2018-06,138
10018258481,2018-07,107
10018258481,2018-08,84
10018258481,2018-09,1
10018270597,2018-01,6
10018270597,2018-02,3
10018270597,2018-07,9132
10018270597,2018-08,18962
10018270597,2018-09,18556
10018306279,2018-03,8
10018306279,2018-04,2
10018306279,2018-06,10
10018306279,2018-07,15
10018306279,2018-08,38
10018306279,2018-09,88
10018312019,2018-02,4468
10018312019,2018-03,1274
10018312019,2018-04,36
10018314871,2018-01,4
10018314871,2018-02,28312
10018314871,2018-03,27876
10018314871,2018-04,16065
10018314871,2018-06,28416
10018314871,2018-07,30421
10018314871,2018-08,17260
10018314871,2018-09,12789
10018340553,2018-07,204
10018340553,2018-08,3528
10018340553,2018-09,4130
10018343182,2018-02,2673
10018343182,2018-03,4997
10018343182,2018-04,18847
10018357798,2018-02,7
10018357798,2018-03,48
10018357798,2018-04,225
10018357798,2018-06,278
10018357798,2018-07,271
10018357798,2018-08,209
10018357798,2018-09,203
10018366669,2018-03,3
10018404513,2018-02,1
10018404513,2018-06,3
10018404513,2018-07,5
10018404513,2018-08,41
10018404513,2018-09,549
10018412874,2018-02,4
10018412874,2018-03,8
10018412874,2018-04,13
10018412874,2018-06,57
10018412874,2018-07,93
10018412874,2018-08,95
10018412874,2018-09,97
10018415763,2018-02,1
10018415763,2018-03,2
10018415763,2018-04,2
10018415763,2018-06,1
10018415763,2018-07,5
10018415763,2018-08,14
10018415763,2018-09,10
10018426877,2018-02,16
10018464037,2018-02,9
10018464037,2018-03,31
10018464037,2018-04,46
10018464037,2018-06,208
10018464037,2018-07,403
10018464037,2018-08,494
10018464037,2018-09,541
10018464062,2018-08,1240
10018464062,2018-09,1129
10018468985,2018-02,1
10018468985,2018-03,1
10018504132,2018-03,5
10018504132,2018-04,7
10018513970,2018-02,8
10018513970,2018-03,14
10018513970,2018-04,10
10018513970,2018-06,11
10018526333,2018-03,4
10018526333,2018-04,3
10018526333,2018-06,12
10018526333,2018-07,13
10018526333,2018-08,22
10018526333,2018-09,24
10018528808,2018-03,4
10018528808,2018-06,1
10018528808,2018-07,1
10018550500,2018-06,4
10018550500,2018-07,6
10018550500,2018-08,3
10018550500,2018-09,1
10018597707,2018-03,5
10018597707,2018-04,10047
10018597707,2018-06,2
10018597707,2018-09,1
10018598897,2018-04,9921
10018598897,2018-06,3
10018598897,2018-08,1
10018704804,2018-06,2
10018704804,2018-07,271
10018704804,2018-08,89278
10018704804,2018-09,52067
10018710089,2018-01,1
10018710089,2018-02,6
10018710089,2018-03,3
10018710089,2018-06,1
10018710089,2018-07,1
10018794254,2018-07,13
10018794254,2018-08,92
10018794254,2018-09,97
10018835641,2018-02,4
10018835641,2018-03,9
10018835641,2018-08,11
10018835641,2018-09,10
10018841931,2018-03,5
10018841931,2018-04,5
10018841931,2018-06,2
10018841931,2018-07,4
10018841931,2018-08,12
10018841931,2018-09,55
10018867211,2018-03,3061
10018867211,2018-04,2046
10018867211,2018-06,4007
10018867211,2018-07,5522
10018867211,2018-08,1887
10018867211,2018-09,837
10018896587,2018-03,1
10018896587,2018-04,1
10018902456,2018-04,5
10018902456,2018-06,3
10018965334,2018-03,1
10018965334,2018-04,2
10018965334,2018-06,2
10018965334,2018-07,4
10018965334,2018-08,4
10018965334,2018-09,4
10019050119,2018-04,2
10019050119,2018-06,160
10019050119,2018-07,595
10019050119,2018-08,685
10019050119,2018-09,727
10019331834,2018-03,187
10019331834,2018-04,10378
10019331834,2018-06,65032
10019331834,2018-07,82155
10019331834,2018-08,69964
10019331834,2018-09,56506
10019342351,2018-03,861
10019342351,2018-04,19092
10019342351,2018-06,16639
10019342351,2018-07,8914
10019342351,2018-08,301
10019416657,2018-04,1
10019416657,2018-06,47957
10019416657,2018-07,54343
10019416657,2018-08,58163
10019416657,2018-09,53291
10019449296,2018-03,11920
10019449296,2018-04,31195
10019449296,2018-06,3677
10019449296,2018-07,1809
10019449296,2018-08,223
10019449296,2018-09,323
10019456332,2018-06,131
10019456332,2018-07,37
10019492718,2018-03,1385
10019492718,2018-04,22411
10019492718,2018-06,3
10019492718,2018-08,1
10019492859,2018-03,1386
10019492859,2018-04,23998
10019492859,2018-06,16
10019492859,2018-07,2
10019492859,2018-08,2
10019495678,2018-04,1
10019508758,2018-08,1
10019509395,2018-03,3
10019509395,2018-04,4
10019509395,2018-06,3
10019510547,2018-09,1795
10019517000,2018-03,2624
10019517000,2018-04,6
10019517000,2018-06,4
10019517000,2018-07,11123
10019517000,2018-08,27421
10019517000,2018-09,26254
10019519089,2018-03,1
10019519089,2018-04,1
10019519089,2018-06,35
10019519089,2018-07,40
10019519089,2018-08,50
10019519089,2018-09,57
10019594916,2018-06,4
10019607741,2018-03,2
10019607741,2018-04,5
10019607741,2018-06,42
10019607741,2018-07,165
10019607741,2018-08,320
10019607741,2018-09,377
10019608100,2018-03,4
10019608100,2018-04,88
10019608100,2018-06,45
10019876419,2018-03,1
10019876419,2018-06,3
10019876419,2018-07,12
10019876419,2018-08,13
10019876419,2018-09,19
10019924787,2018-06,3
10019924787,2018-07,5
10019924787,2018-08,288
10019924787,2018-09,609
10020146566,2018-03,1
10020146566,2018-04,2
10020249958,2018-06,2
10020249958,2018-07,2
10020249958,2018-09,1226
10020268255,2018-03,1
10020268255,2018-04,4
10020310661,2018-03,3
10020310661,2018-04,2375
10020310661,2018-06,10295
10020310661,2018-07,5794
10020310661,2018-08,2496
10020310661,2018-09,607
10020379415,2018-04,2
10020379415,2018-06,1
10020379415,2018-07,1
10020379415,2018-09,2
10020530419,2018-04,3
10020666329,2018-04,194
10020666329,2018-06,38169
10020666329,2018-07,49752
10020666329,2018-08,42668
10020666329,2018-09,37803
10020682231,2018-04,11
10020682231,2018-06,5
10020682231,2018-07,5
10020682231,2018-08,4
10020682231,2018-09,2
10020682522,2018-08,1285
10020682522,2018-09,40304
10020706455,2018-04,2
10020729843,2018-07,1
10020736591,2018-09,113047
10020814489,2018-04,1
10020814489,2018-06,1
10020814489,2018-07,8
10020814489,2018-08,5
10020814489,2018-09,1
10020816997,2018-04,1
10020826012,2018-04,2
10020826012,2018-09,1
10020829549,2018-03,1
10020829549,2018-04,32862
10020829549,2018-06,18460
10020829549,2018-07,7829
10020829549,2018-08,18966
10020829549,2018-09,44078
10020834063,2018-06,1430
10020834063,2018-07,2922
10020834063,2018-08,1935
10020834063,2018-09,5537
10020834349,2018-04,1
10020834349,2018-06,6472
10020834349,2018-07,20339
10020834349,2018-08,66107
10020834349,2018-09,10161
10020834535,2018-06,124
10020834535,2018-07,546
10020834535,2018-08,723
10020834535,2018-09,1000
10020895585,2018-07,1113
10020895585,2018-08,217
10020895585,2018-09,74
10020909698,2018-06,1102
10020909698,2018-07,7730
10020909698,2018-08,5823
10020909698,2018-09,204
10020911805,2018-04,13648
10020911805,2018-06,3890
10020926526,2018-04,2
10020926526,2018-06,716
10020926526,2018-07,970
10020926526,2018-08,1337
10020926526,2018-09,2307
10020962372,2018-04,2
10020962372,2018-06,2711
10020962372,2018-07,2006
10020962372,2018-08,1754
10020962372,2018-09,2112
10020981510,2018-04,3
10020981510,2018-06,56790
10020981510,2018-07,2
10020981510,2018-08,61
10020981510,2018-09,7
10021019596,2018-06,3797
10021019596,2018-07,4852
10021019596,2018-08,3318
10021019596,2018-09,3588
10021040829,2018-04,1
10021041115,2018-04,2663
10021041115,2018-06,19
10021041115,2018-07,5
10021041115,2018-08,2
10021076064,2018-06,1
10021097142,2018-07,18
10021097142,2018-08,2
10021097142,2018-09,2
10021193034,2018-06,1
10021193034,2018-07,10
10021193034,2018-08,25
10021193034,2018-09,23
10021195543,2018-06,50
10021195543,2018-07,2297
10021195543,2018-08,1031
10021195543,2018-09,1035
10021257746,2018-04,51
10021257746,2018-07,205
10021257746,2018-08,143
10021266842,2018-07,1
10021266842,2018-08,3
10021266842,2018-09,18
10021268604,2018-04,2
10021285073,2018-07,1
10021285073,2018-08,1
10021297703,2018-07,1
10021297703,2018-08,2
10021297721,2018-06,118
10021297721,2018-07,561
10021297721,2018-08,434
10021309885,2018-07,37
10021309885,2018-08,200
10021309885,2018-09,398
10021312187,2018-06,9
10021312187,2018-07,3
10021312187,2018-08,50602
10021312187,2018-09,59461
10021334284,2018-04,1
10021334284,2018-06,4
10021334284,2018-07,17
10021334284,2018-08,18
10021334284,2018-09,26
10021340126,2018-04,6
10021340126,2018-06,6068
10021340126,2018-07,7332
10021340126,2018-08,15794
10021340126,2018-09,22262
10021342520,2018-06,2563
10021342520,2018-07,12733
10021342520,2018-08,21931
10021342520,2018-09,22826
10021343125,2018-07,468
10021343125,2018-08,926
10021343125,2018-09,1323
10021409544,2018-08,5
10021409544,2018-09,4
10021419796,2018-06,3
10021419796,2018-07,2
10021428852,2018-06,1
10021428852,2018-07,1
10021428852,2018-08,3
10021428852,2018-09,4
10021437873,2018-04,1
10021437873,2018-06,533
10021437873,2018-07,1749
10021437873,2018-08,1137
10021437873,2018-09,1243
10021466655,2018-06,88
10021466655,2018-07,9718
10021466655,2018-08,7444
10021466655,2018-09,5372
10021511168,2018-04,1
10021601385,2018-06,13
10021601385,2018-07,68
10021601385,2018-08,6
10021601385,2018-09,9
10021603759,2018-06,7
10021603759,2018-07,1199
10021603759,2018-08,902
10021603759,2018-09,626
10021604488,2018-06,4
10021604488,2018-07,157
10021604488,2018-08,4394
10021604488,2018-09,15067
10021639364,2018-06,970
10021639364,2018-07,18614
10021639364,2018-08,30679
10021639364,2018-09,34324
10021644500,2018-06,2178
10021644500,2018-07,3549
10021644500,2018-08,2904
10021644500,2018-09,3080
10021646243,2018-06,1
10021646243,2018-07,2
10021646243,2018-08,22
10021646243,2018-09,194
10021649534,2018-07,1
10021649534,2018-09,2
10021650463,2018-06,1
10021650463,2018-07,3
10021650463,2018-08,859
10021650463,2018-09,8402
10021673823,2018-08,9600
10021673823,2018-09,43946
10021675048,2018-08,1841
10021675048,2018-09,902
