no_mec,month,IDCARD
10021685844,2018-06,1
10021685844,2018-07,1
10021685844,2018-08,1
10021685844,2018-09,4
10021686969,2018-07,22155
10021686969,2018-08,33919
10021686969,2018-09,37557
10021705991,2018-06,1
10021749501,2018-06,3853
10021749501,2018-07,2663
10021749501,2018-08,164
10021749501,2018-09,637
10021751641,2018-07,3
10021751641,2018-09,228
10021853883,2018-06,4
10021868071,2018-06,3355
10021868071,2018-07,23632
10021868071,2018-08,17208
10021868071,2018-09,10470
10021887742,2018-06,72
10021887742,2018-07,888
10021887742,2018-08,1072
10021887742,2018-09,1164
10021902553,2018-06,123279
10021902553,2018-07,93156
10021902553,2018-08,78506
10021902553,2018-09,45472
10021981163,2018-07,17
10021981163,2018-08,256
10021981163,2018-09,1137
10021984776,2018-06,1
10022009428,2018-06,69549
10022009428,2018-07,102555
10022009428,2018-08,129893
10022009428,2018-09,97729
10022031282,2018-06,3902
10022031282,2018-07,14107
10022031282,2018-08,17909
10022031282,2018-09,16734
10022031556,2018-07,7216
10022031556,2018-08,8940
10022031556,2018-09,8051
10022075025,2018-06,3115
10022075025,2018-07,9158
10022075025,2018-08,11446
10022075025,2018-09,10612
10022084157,2018-06,2
10022084157,2018-07,5
10022084157,2018-08,44
10022084157,2018-09,1
10022090962,2018-07,1
10022099694,2018-06,3
10022099694,2018-07,54
10022099694,2018-08,108
10022099694,2018-09,112
10022103258,2018-06,18890
10022103258,2018-07,3568
10022103258,2018-08,9
10022103258,2018-09,2676
10022144438,2018-08,135
10022144438,2018-09,261
10022145941,2018-06,1
10022146758,2018-06,1
10022146758,2018-07,1
10022146758,2018-08,1
10022162198,2018-06,909
10022162198,2018-07,2159
10022162198,2018-08,1687
10022162198,2018-09,1547
10022164301,2018-06,1
10022166401,2018-08,1
10022166401,2018-09,36
10022168653,2018-06,50
10022168653,2018-07,531
10022168653,2018-08,1138
10022168653,2018-09,480
10022183090,2018-06,93
10022183090,2018-07,1307
10022183090,2018-08,113
10022190876,2018-06,1
10022190876,2018-07,478
10022190876,2018-08,1276
10022190876,2018-09,1644
10022203189,2018-06,44
10022203189,2018-07,724
10022203189,2018-08,768
10022203189,2018-09,233
10022206073,2018-06,1
10022206073,2018-07,1481
10022206073,2018-08,2897
10022206073,2018-09,2081
10022219352,2018-06,2
10022219352,2018-07,6
10022219352,2018-08,3
10022219352,2018-09,135
10022283071,2018-06,10
10022283071,2018-07,153
10022283071,2018-08,373
10022283071,2018-09,472
10022294297,2018-06,219
10022294297,2018-07,927
10022294297,2018-08,784
10022296857,2018-06,75
10022296857,2018-07,254
10022296857,2018-08,213
10022296857,2018-09,158
10022303377,2018-07,1
10022318976,2018-08,72
10022318976,2018-09,271
10022339124,2018-06,1
10022339124,2018-08,131
10022339124,2018-09,2643
10022366826,2018-06,3
10022366826,2018-07,41
10022368048,2018-06,602
10022368048,2018-07,2632
10022368048,2018-08,2280
10022368048,2018-09,58
10022368654,2018-06,1
10022371026,2018-07,260
10022381049,2018-06,681
10022381049,2018-07,1360
10022381049,2018-08,1776
10022381049,2018-09,1013
10022383543,2018-06,4
10022383543,2018-09,31
10022383972,2018-06,3
10022383972,2018-07,1
10022383972,2018-08,148
10022383972,2018-09,1785
10022385358,2018-07,2
10022385358,2018-08,1
10022385358,2018-09,4
10022387537,2018-09,1
10022387580,2018-06,214102
10022387580,2018-07,381799
10022387580,2018-08,378541
10022387580,2018-09,361014
10022387696,2018-06,1
10022387696,2018-07,1115
10022387696,2018-08,966
10022387696,2018-09,897
10022387789,2018-06,1744
10022387789,2018-07,2122
10022387789,2018-08,209
10022387789,2018-09,244
10022395363,2018-06,2184
10022395363,2018-07,390
10022395363,2018-08,3
10022395363,2018-09,35
10022401667,2018-06,1
10022401667,2018-07,2
10022401667,2018-08,5
10022401667,2018-09,103
10022444505,2018-06,4
10022444505,2018-07,169
10022444505,2018-08,1652
10022444505,2018-09,4592
10022445464,2018-06,196
10022445464,2018-07,768
10022445464,2018-08,763
10022445464,2018-09,627
10022451722,2018-08,1452
10022451722,2018-09,67413
10022459736,2018-06,5
10022459736,2018-07,855
10022459736,2018-08,3426
10022459736,2018-09,13926
10022463864,2018-08,8
10022463864,2018-09,439
10022464695,2018-06,255
10022464695,2018-07,2157
10022464695,2018-08,3904
10022464695,2018-09,1694
10022467945,2018-06,53
10022467945,2018-07,89
10022467945,2018-08,82
10022467945,2018-09,44
10022468250,2018-07,9
10022468250,2018-08,435
10022468250,2018-09,1205
10022468641,2018-06,22864
10022468641,2018-07,50969
10022468641,2018-08,33702
10022468641,2018-09,22173
10022473277,2018-06,240
10022473277,2018-07,1334
10022473277,2018-08,2437
10022473277,2018-09,1511
10022473621,2018-06,3
10022473621,2018-07,105
10022473621,2018-08,235
10022473621,2018-09,171
10022476574,2018-06,200
10022476574,2018-07,1420
10022476574,2018-08,1397
10022476574,2018-09,461
10022480263,2018-07,289
10022480263,2018-08,903
10022480263,2018-09,4070
10022486663,2018-06,425
10022486663,2018-07,802
10022486663,2018-08,10
10022486663,2018-09,45
10022493649,2018-06,118
10022493649,2018-07,286
10022493649,2018-08,2
10022500212,2018-06,17006
10022500212,2018-07,22593
10022500212,2018-08,11585
10022500212,2018-09,2509
10022501135,2018-06,20296
10022501135,2018-07,39597
10022501135,2018-08,33732
10022501135,2018-09,13906
10022502308,2018-06,6887
10022502308,2018-07,230
10022502308,2018-08,124
10022502308,2018-09,201
10022502363,2018-06,1284
10022502363,2018-07,1249
10022502363,2018-08,1727
10022502363,2018-09,1551
10022502408,2018-06,1
10022502441,2018-06,12182
10022502441,2018-07,17421
10022502441,2018-08,15652
10022502441,2018-09,8279
10022502504,2018-06,36548
10022502504,2018-07,66786
10022502504,2018-08,56751
10022502504,2018-09,48073
10022502534,2018-06,6288
10022502534,2018-07,13546
10022502534,2018-08,11654
10022502534,2018-09,9834
10022502567,2018-06,4103
10022502567,2018-07,6856
10022502567,2018-08,6199
10022502567,2018-09,4203
10022502617,2018-06,5872
10022502617,2018-07,6821
10022502617,2018-08,8776
10022502617,2018-09,2210
10022502665,2018-06,1910
10022502665,2018-07,3845
10022502665,2018-08,2068
10022502665,2018-09,1396
10022502710,2018-06,1
10022502710,2018-08,1
10022503989,2018-06,28722
10022503989,2018-07,36892
10022503989,2018-08,22355
10022503989,2018-09,4972
10022504516,2018-07,164
10022504516,2018-09,536
10022540442,2018-06,4
10022542537,2018-06,6
10022542537,2018-07,360
10022542537,2018-08,961
10022542537,2018-09,1839
10022548147,2018-06,4
10022548147,2018-07,4
10022548147,2018-08,6
10022548147,2018-09,28
10022557260,2018-07,1240
10022557260,2018-08,1526
10022557260,2018-09,1181
10022564340,2018-06,311
10022564340,2018-07,1691
10022564340,2018-08,1539
10022564340,2018-09,56
10022575636,2018-06,3
10022575636,2018-07,1343
10022575636,2018-08,2047
10022575636,2018-09,1921
10022578901,2018-06,381
10022578901,2018-07,1746
10022578901,2018-08,1987
10022578901,2018-09,1409
10022581092,2018-09,1303
10022581269,2018-06,1
10022581269,2018-07,156
10022581269,2018-08,1029
10022581269,2018-09,5268
10022581883,2018-07,9
10022581883,2018-08,109
10022581883,2018-09,209
10022590579,2018-06,2
10022590579,2018-07,168
10022590579,2018-08,678
10022590579,2018-09,757
10022593987,2018-06,5
10022593987,2018-07,238
10022593987,2018-08,424
10022593987,2018-09,367
10022594274,2018-07,1
10022594529,2018-06,3
10022594529,2018-08,5
10022594529,2018-09,71
10022595312,2018-07,27
10022595312,2018-08,20
10022595312,2018-09,15
10022621762,2018-07,10
10022621762,2018-08,26
10022621762,2018-09,21
10022646308,2018-07,544
10022646308,2018-08,1357
10022646308,2018-09,1598
10022682413,2018-07,2
10022682413,2018-08,6
10022682413,2018-09,83
10022717572,2018-08,58
10022717572,2018-09,205
10022837389,2018-06,2
10022837389,2018-07,5339
10022837389,2018-08,6378
10022837389,2018-09,8688
10022837447,2018-06,1
10022837447,2018-07,8
10022837447,2018-08,1
10022840301,2018-06,1
10022840301,2018-07,2
10022847298,2018-07,7
10022847298,2018-08,132
10022847298,2018-09,167
10022849218,2018-07,37
10022849218,2018-08,35
10022849218,2018-09,99
10022849248,2018-06,9
10022849248,2018-07,1102
10022849248,2018-08,1132
10022849248,2018-09,1782
10022868763,2018-06,1
10022868763,2018-07,3
10022869008,2018-08,3
10022869008,2018-09,8
10022869094,2018-06,55
10022869094,2018-07,27419
10022869094,2018-08,32411
10022869094,2018-09,32332
10022869339,2018-07,3757
10022869339,2018-08,3336
10022869339,2018-09,2651
10022869645,2018-07,96
10022869645,2018-08,90
10022869645,2018-09,42
10022873761,2018-08,2
10022873761,2018-09,5
10022875564,2018-07,2
10022875564,2018-08,4
10022875564,2018-09,123
10022876477,2018-06,2690
10022876477,2018-07,4958
10022876477,2018-08,5877
10022876477,2018-09,3190
10022877780,2018-06,1
10022877780,2018-07,11117
10022877780,2018-08,38271
10022877780,2018-09,49411
10022885424,2018-06,43
10022885424,2018-07,7014
10022885424,2018-08,6599
10022885424,2018-09,6
10022885866,2018-06,85
10022885866,2018-07,5284
10022885866,2018-08,7974
10022885866,2018-09,8926
10022888042,2018-06,4
10022888042,2018-07,66
10022888042,2018-08,153
10022888042,2018-09,78
10022888571,2018-06,1
10022888571,2018-08,1
10022888571,2018-09,51
10022894703,2018-07,6
10022894703,2018-08,76
10022894703,2018-09,61
10022907653,2018-07,1101
10022907653,2018-08,4235
10022907653,2018-09,2811
10022934754,2018-07,1967
10022934754,2018-08,2272
10022934754,2018-09,1918
10022935369,2018-07,66
10022935369,2018-08,143
10022935369,2018-09,91
10022937074,2018-07,30
10022937074,2018-08,10
10022937074,2018-09,2
10022941802,2018-06,228
10022941802,2018-07,1001
10022941802,2018-08,1712
10022941802,2018-09,1929
10022942574,2018-07,2
10022942574,2018-08,325
10022942574,2018-09,1446
10022946518,2018-07,1855
10022946518,2018-08,1915
10022946518,2018-09,1504
10022962401,2018-07,1
10022962401,2018-08,192
10022962401,2018-09,564
10022962812,2018-07,168
10022962812,2018-08,623
10022962812,2018-09,209
10022962907,2018-07,2
10022990154,2018-07,3
10022990154,2018-08,7
10022990154,2018-09,195
10022992771,2018-07,151
10022992771,2018-08,2400
10022992771,2018-09,1316
10022993421,2018-07,91
10022993421,2018-08,125
10022993421,2018-09,110
10022995273,2018-07,90
10022995273,2018-08,1
10023025569,2018-09,2527
10023025608,2018-06,1
10023025608,2018-07,2
10023025608,2018-08,1
10023025608,2018-09,222
10023025664,2018-06,1
10023025664,2018-07,17661
10023025664,2018-08,17768
10023025664,2018-09,15668
10023046296,2018-06,1580
10023046296,2018-07,16515
10023046296,2018-08,26910
10023046296,2018-09,38488
10023046767,2018-07,1260
10023046767,2018-08,2273
10023046767,2018-09,2190
10023047376,2018-07,1
10023047376,2018-08,38
10023047376,2018-09,1
10023047437,2018-07,2
10023047437,2018-08,262
10023047437,2018-09,555
10023048287,2018-07,118
10023048287,2018-08,112
10023048287,2018-09,85
10023049365,2018-08,3004
10023049365,2018-09,7308
10023050218,2018-06,64
10023050218,2018-07,1310
10023050218,2018-08,2643
10023050218,2018-09,2306
10023052150,2018-07,6
10023052150,2018-08,8246
10023052150,2018-09,9823
10023056402,2018-07,50452
10023056402,2018-08,129637
10023056402,2018-09,169026
10023057184,2018-07,43
10023057184,2018-08,141
10023057184,2018-09,295
10023057239,2018-07,1
10023057239,2018-08,50
10023057239,2018-09,197
10023059012,2018-07,2
10023059012,2018-08,6842
10023059012,2018-09,1244
10023061119,2018-07,2510
10023061119,2018-08,2205
10023062093,2018-07,16332
10023062093,2018-08,36496
10023062093,2018-09,24263
10023062296,2018-07,33227
10023062296,2018-08,25794
10023064460,2018-07,10827
10023064460,2018-08,23001
10023064460,2018-09,25800
10023066912,2018-08,2120
10023066912,2018-09,14605
10023067765,2018-07,3
10023067765,2018-08,49
10023067765,2018-09,41
10023068417,2018-07,234
10023068417,2018-08,2801
10023068417,2018-09,2654
10023072942,2018-07,986
10023072942,2018-08,1039
10023072942,2018-09,905
10023076332,2018-09,419
10023080132,2018-07,7
10023080132,2018-08,6
10023080278,2018-07,85
10023080278,2018-08,253
10023080278,2018-09,218
10023081314,2018-07,2
10023081314,2018-08,2
10023081684,2018-07,45
10023081684,2018-08,112
10023081684,2018-09,14
10023083078,2018-07,8
10023083078,2018-08,47
10023083078,2018-09,63
10023094930,2018-08,1
10023094930,2018-09,4
10023098243,2018-07,2
10023098636,2018-08,2
10023098636,2018-09,210
10023115681,2018-09,3026
10023124606,2018-07,3
10023124606,2018-08,147
10023124606,2018-09,176
10023126434,2018-08,1122
10023126434,2018-09,2
10023127355,2018-07,4
10023127355,2018-08,110
10023127355,2018-09,43
10023127855,2018-09,1
10023130532,2018-08,1
10023130532,2018-09,1
10023139424,2018-08,4
10023139424,2018-09,4
10023157036,2018-08,1
10023157036,2018-09,2
10023161904,2018-07,1
10023161904,2018-08,33
10023161904,2018-09,43
10023162577,2018-09,62
10023162693,2018-08,2
10023162693,2018-09,78
10023162749,2018-08,2
10023162749,2018-09,81
10023162914,2018-09,14
10023163899,2018-08,1
10023163899,2018-09,55
10023198299,2018-09,280
10023199687,2018-07,2
10023199687,2018-08,6
10023199687,2018-09,2
10023221434,2018-07,2
10023221434,2018-08,1
10023221434,2018-09,2
10023226866,2018-07,362
10023226866,2018-08,2156
10023226866,2018-09,4022
10023234883,2018-07,19
10023234883,2018-08,68
10023234883,2018-09,2
10023235693,2018-08,6536
10023235693,2018-09,22538
10023236217,2018-07,95
10023236217,2018-08,198
10023236217,2018-09,151
10023237184,2018-07,3
10023237184,2018-08,10
10023237184,2018-09,50
10023247026,2018-08,16
10023247026,2018-09,14086
10023249503,2018-08,791
10023249503,2018-09,972
10023253123,2018-08,1
10023253123,2018-09,326
10023257120,2018-07,16
10023257120,2018-08,9
10023257120,2018-09,6
10023261892,2018-09,1
10023263926,2018-07,47
10023263926,2018-08,413
10023263926,2018-09,486
10023264946,2018-09,1
10023267190,2018-07,4345
10023267190,2018-08,25180
10023267190,2018-09,21642
10023267469,2018-07,17
10023267469,2018-08,7797
10023267469,2018-09,15606
10023268111,2018-07,1917
10023268111,2018-08,5198
10023268111,2018-09,7354
10023287016,2018-08,1
10023287016,2018-09,17
10023296806,2018-08,3446
10023296806,2018-09,2851
10023297408,2018-07,10566
10023297408,2018-08,22087
10023297408,2018-09,33395
10023297718,2018-07,2095
10023297718,2018-08,2936
10023297718,2018-09,4119
10023298699,2018-07,2597
10023298699,2018-08,4225
10023298699,2018-09,5367
10023299914,2018-08,1
10023300185,2018-07,1693
10023300185,2018-08,3070
10023300185,2018-09,5154
10023301299,2018-07,1270
10023301299,2018-08,2524
10023301299,2018-09,4640
10023301754,2018-07,173
10023301754,2018-08,408
10023301754,2018-09,409
10023305165,2018-08,2
10023319893,2018-07,8
10023319893,2018-08,70
10023319893,2018-09,162
10023321627,2018-07,988
10023321627,2018-08,3184
10023321627,2018-09,3030
10023333070,2018-07,636
10023333070,2018-08,1688
10023333070,2018-09,5383
10023333230,2018-07,11145
10023333230,2018-08,8711
10023333230,2018-09,8557
10023334265,2018-07,2
10023334265,2018-08,1
10023335664,2018-07,1
10023336661,2018-09,62
10023337565,2018-08,5
10023337565,2018-09,1
10023338543,2018-07,2256
10023338543,2018-08,8763
10023338543,2018-09,9957
10023351414,2018-07,48
10023351414,2018-08,3832
10023351414,2018-09,15510
10023353385,2018-07,3
10023353385,2018-08,137
10023353385,2018-09,3393
10023355167,2018-07,1
10023355295,2018-07,3
10023357233,2018-07,255
10023357233,2018-08,1874
10023357233,2018-09,1760
10023360784,2018-07,3
10023360784,2018-08,8
10023360784,2018-09,3220
10023361546,2018-07,2
10023362565,2018-07,5
10023362565,2018-08,5
10023362981,2018-07,21
10023362981,2018-08,1194
10023362981,2018-09,1975
10023379923,2018-08,18
10023379923,2018-09,25
10023426238,2018-07,7
10023426238,2018-08,22
10023426238,2018-09,5
10023427729,2018-08,1
10023427729,2018-09,5533
10023430699,2018-08,1
10023430699,2018-09,44
10023430903,2018-08,1
10023431013,2018-08,1
10023433490,2018-07,58
10023433490,2018-08,46
10023454848,2018-07,1
10023454848,2018-08,6
10023454848,2018-09,5
10023460772,2018-07,5
10023460772,2018-08,100
10023460772,2018-09,64
10023469651,2018-07,3928
10023469651,2018-08,8547
10023469651,2018-09,6214
10023469980,2018-07,630
10023469980,2018-08,6318
10023469980,2018-09,5357
10023471229,2018-07,3280
10023471229,2018-08,6310
10023471229,2018-09,5395
10023471494,2018-08,25724
10023471494,2018-09,31971
10023472465,2018-09,90
10023474249,2018-09,1
10023478516,2018-07,2
10023478516,2018-08,7
10023478516,2018-09,195
10023480192,2018-07,4
10023480192,2018-08,230
10023480192,2018-09,113
10023486050,2018-07,2
10023486050,2018-08,761
10023486050,2018-09,3769
10023488306,2018-07,4
10023488306,2018-08,68
10023488306,2018-09,28
10023490551,2018-08,15526
10023490551,2018-09,152092
10023504985,2018-08,1
10023506111,2018-08,5
10023506111,2018-09,21
10023506843,2018-08,76
10023506843,2018-09,109
10023506986,2018-07,3
10023506986,2018-08,35
10023506986,2018-09,2
10023535146,2018-08,12
10023535146,2018-09,93
10023536617,2018-07,4
10023536617,2018-08,3052
10023536617,2018-09,2541
10023536863,2018-07,1
10023536863,2018-08,1
10023537376,2018-08,1721
10023537376,2018-09,13737
10023543766,2018-07,1
10023543766,2018-08,115
10023543766,2018-09,334
10023576041,2018-08,205
10023576041,2018-09,647
10023582987,2018-08,127
10023582987,2018-09,374
10023585820,2018-08,211
10023585820,2018-09,574
10023588060,2018-07,4
10023588060,2018-08,977
10023588060,2018-09,1343
10023588574,2018-08,2
10023588574,2018-09,2
10023589281,2018-07,1
10023589281,2018-08,3374
10023589281,2018-09,9003
10023591022,2018-07,1
10023591022,2018-08,26
10023591022,2018-09,3273
10023602857,2018-08,4604
10023602857,2018-09,5233
10023605468,2018-08,2
10023605468,2018-09,1
10023628661,2018-07,1
10023628661,2018-08,4
10023628661,2018-09,7
10023629328,2018-08,877
10023629328,2018-09,2473
10023632561,2018-08,24
10023632561,2018-09,180
10023634460,2018-07,1
10023634460,2018-08,10314
10023634460,2018-09,17253
10023634999,2018-08,106
10023634999,2018-09,7990
10023636482,2018-07,1
10023636482,2018-08,1
10023644829,2018-08,3
10023644829,2018-09,4
10023645222,2018-09,1
10023646983,2018-09,1
10023653611,2018-08,51
10023653611,2018-09,89
10023662983,2018-09,2426
10023663491,2018-08,223
10023663491,2018-09,5700
10023664216,2018-09,1
10023664496,2018-08,1
10023665891,2018-07,6
10023665891,2018-08,17599
10023671313,2018-08,16972
10023671313,2018-09,37738
10023672015,2018-09,2
10023674406,2018-08,3
10023674406,2018-09,2
10023687008,2018-09,123
10023711711,2018-08,41316
10023711711,2018-09,10223
10023713168,2018-08,2
10023714202,2018-08,69422
10023714202,2018-09,79142
10023714984,2018-08,1
10023714984,2018-09,1120
10023716948,2018-08,609
10023716948,2018-09,807
10023721726,2018-08,1
10023721726,2018-09,1
10023724002,2018-07,1
10023724002,2018-08,2105
10023724002,2018-09,17185
10023727659,2018-08,104
10023727659,2018-09,216
10023728873,2018-08,640
10023728873,2018-09,882
10023736809,2018-08,3
10023736809,2018-09,15
10023754525,2018-07,2
10023754525,2018-08,1386
10023754525,2018-09,3869
10023754922,2018-08,3433
10023754922,2018-09,2616
10023758798,2018-08,3
10023758798,2018-09,432
10023766842,2018-09,524
10023776742,2018-09,3
10023777006,2018-08,284
10023777006,2018-09,6720
10023783600,2018-09,129
10023784631,2018-08,5
10023784631,2018-09,91
10023791431,2018-08,480
10023791431,2018-09,598
10023794822,2018-08,1330
10023794822,2018-09,5435
10023797211,2018-08,215
10023797211,2018-09,797
10023837326,2018-08,2
10023837326,2018-09,71
10023838923,2018-08,6509
10023838923,2018-09,12769
10023840831,2018-08,170
10023840831,2018-09,262
10023841942,2018-08,1
10023841942,2018-09,96
10023843102,2018-08,420
10023843102,2018-09,2727
10023848428,2018-08,169
10023848428,2018-09,289
10023850333,2018-08,282
10023850333,2018-09,1430
10023850661,2018-08,1554
10023850661,2018-09,3685
10023866673,2018-08,2645
10023866673,2018-09,4900
10023868675,2018-08,2
10023869954,2018-08,1
10023869954,2018-09,70
10023870299,2018-08,5334
10023870299,2018-09,3603
10023874961,2018-09,2
10023874996,2018-08,2
10023874996,2018-09,21
10023878071,2018-08,9457
10023878071,2018-09,1713
10023881264,2018-08,51
10023881264,2018-09,2585
10023885904,2018-08,49
10023885904,2018-09,541
10023890820,2018-08,504
10023890820,2018-09,701
10023923135,2018-08,867
10023923135,2018-09,2658
10023933195,2018-08,15
10023933195,2018-09,291
10023938668,2018-09,159
10023940273,2018-08,2
10023940273,2018-09,66
10023941053,2018-08,4
10023941053,2018-09,1
10023941538,2018-08,222
10023941538,2018-09,513
10023942605,2018-08,5650
10023942605,2018-09,9445
10023946406,2018-08,1
10023946510,2018-08,166
10023946510,2018-09,558
10023948063,2018-08,7
10023948063,2018-09,9
10023948891,2018-09,2
10023955579,2018-08,359
10023955579,2018-09,2762
10023960175,2018-08,10007
10023960175,2018-09,26077
10023960224,2018-08,2
10023960224,2018-09,131
10023960334,2018-08,1
10023960334,2018-09,46
10023995077,2018-08,16
10023995077,2018-09,186
10024002071,2018-08,6812
10024002071,2018-09,29086
10024024354,2018-08,4235
10024024354,2018-09,6862
10024025739,2018-09,1
10024029703,2018-09,91
10024030489,2018-08,378
10024030489,2018-09,707
10024030503,2018-08,4246
10024030503,2018-09,57263
10024035908,2018-08,4675
10024035908,2018-09,22933
10024038940,2018-08,2
10024038940,2018-09,87
10024040203,2018-08,4
10024040203,2018-09,155
10024040724,2018-08,2
10024040724,2018-09,19
10024041026,2018-09,1
10024041514,2018-08,2
10024041514,2018-09,13648
10024041518,2018-08,8
10024041518,2018-09,121
10024041587,2018-09,2
10024042233,2018-08,1
10024042233,2018-09,2
10024043198,2018-08,215038
10024043198,2018-09,246759
10024045124,2018-08,221
10024045124,2018-09,557
10024070832,2018-08,2
10024070832,2018-09,1093
10024075596,2018-08,6
10024075596,2018-09,1225
10024077313,2018-08,3
10024077313,2018-09,578
10024099102,2018-09,1
10024104055,2018-09,9
10024115796,2018-09,1
10024154894,2018-09,252
10024156227,2018-08,666
10024156227,2018-09,1721
10024156540,2018-08,1
10024157765,2018-08,93
10024157765,2018-09,331
10024159694,2018-08,188
10024159694,2018-09,4
10024163903,2018-08,2609
10024163903,2018-09,4485
10024164555,2018-08,4
10024164555,2018-09,275
10024164958,2018-09,6
10024176588,2018-09,2
10024185814,2018-09,12
10024186679,2018-08,155
10024186679,2018-09,1157
10024189574,2018-08,1
10024189574,2018-09,116
10024192836,2018-08,679
10024192836,2018-09,24747
10024194318,2018-08,2372
10024194318,2018-09,23486
10024241530,2018-08,39
10024241530,2018-09,691
10024243437,2018-08,2
10024243437,2018-09,118
10024245818,2018-08,3
10024245818,2018-09,34
10024248486,2018-08,3
10024266230,2018-08,15
10024266230,2018-09,322
10024274465,2018-09,2
10024277512,2018-09,42
10024279379,2018-08,1
10024294826,2018-08,1
10024295615,2018-08,5
10024295615,2018-09,176
10024295979,2018-08,4
10024295979,2018-09,4786
10024301548,2018-08,2
10024301548,2018-09,37
10024303761,2018-09,1726
10024308362,2018-08,7
10024308362,2018-09,10
10024318429,2018-08,572
10024318429,2018-09,1689
10024319053,2018-09,5
10024319845,2018-08,11190
10024319845,2018-09,7411
10024323741,2018-08,1
10024323741,2018-09,487
10024326261,2018-08,4
10024326261,2018-09,1
10024327860,2018-08,2
10024331130,2018-08,2
10024331130,2018-09,501
10024369384,2018-08,152
10024369384,2018-09,6778
10024369482,2018-08,1
10024369482,2018-09,1181
10024369974,2018-09,11
10024371354,2018-09,5
10024373333,2018-08,14904
10024373333,2018-09,42362
10024373382,2018-08,4
10024373382,2018-09,145
10024378857,2018-08,191
10024378857,2018-09,10690
10024379673,2018-08,25
10024379673,2018-09,18186
10024380046,2018-08,2
10024380125,2018-09,1225
10024384649,2018-09,2
10024388907,2018-08,27
10024388907,2018-09,226
10024390012,2018-09,10
10024393357,2018-09,1
10024394601,2018-08,1681
10024394601,2018-09,27706
10024394724,2018-08,3
10024394724,2018-09,727
10024396095,2018-09,709
10024396132,2018-08,4
10024396132,2018-09,372
10024402222,2018-08,2
10024402222,2018-09,7
10024403042,2018-08,51
10024403042,2018-09,938
10024404246,2018-08,382
10024404246,2018-09,1013
10024410181,2018-09,96
10024410602,2018-09,44
10024410984,2018-08,3
10024410984,2018-09,326
10024411709,2018-09,9
10024412372,2018-09,29738
10024412536,2018-09,729
10024412859,2018-08,7
10024412859,2018-09,2417
10024419511,2018-08,910
10024419511,2018-09,11355
10024422108,2018-08,1
10024422108,2018-09,12625
10024424716,2018-08,58
10024424716,2018-09,1748
10024424791,2018-08,3
10024425210,2018-08,12029
10024425210,2018-09,3
10024425252,2018-09,11356
10024427819,2018-08,3
10024427819,2018-09,599
10024427843,2018-08,33
10024427843,2018-09,2341
10024436844,2018-09,1
10024438600,2018-08,2
10024438600,2018-09,586
10024440518,2018-08,2
10024440518,2018-09,59
10024441559,2018-08,3
10024441559,2018-09,3457
10024442411,2018-09,1754
10024442549,2018-08,4
10024442549,2018-09,6
10024443050,2018-08,1
10024443050,2018-09,51
10024444634,2018-09,1
10024455718,2018-09,1
10024471808,2018-09,2
10024475689,2018-08,3
10024475689,2018-09,262
10024485532,2018-09,723
10024486217,2018-08,11168
10024486217,2018-09,20422
10024486700,2018-09,11
10024490521,2018-09,584
10024493071,2018-09,2
10024495321,2018-08,6862
10024495321,2018-09,13573
10024495951,2018-08,4
10024495951,2018-09,402
10024498081,2018-09,5
10024498098,2018-09,9137
10024499021,2018-09,717
10024500280,2018-08,1
10024500280,2018-09,1019
10024500660,2018-08,2
10024500660,2018-09,9801
10024502301,2018-09,3
10024510475,2018-09,366
10024511358,2018-09,7
10024511824,2018-09,8071
10024513061,2018-09,2
10024514323,2018-08,1
10024514323,2018-09,1119
10024516029,2018-09,90
10024516138,2018-08,2
10024516138,2018-09,990
10024516173,2018-09,668
10024519444,2018-08,2
10024519444,2018-09,1535
10024521221,2018-09,9
10024521731,2018-09,2
10024521878,2018-08,1
10024521878,2018-09,235
10024531620,2018-09,4
10024534367,2018-09,1864
10024535071,2018-09,2
10024544720,2018-09,5
10024545905,2018-09,69
10024547357,2018-09,8
10024547380,2018-09,3
10024547924,2018-09,76
10024548814,2018-08,9
10024548814,2018-09,8446
10024550082,2018-08,1
10024550082,2018-09,54640
10024551420,2018-08,612
10024551420,2018-09,2439
10024552093,2018-09,540
10024560457,2018-09,94
10024563164,2018-09,2629
10024571886,2018-09,58
10024581998,2018-09,387
10024584298,2018-09,872
10024585019,2018-09,1
10024586488,2018-09,1
10024586833,2018-09,29
10024590948,2018-08,1
10024590948,2018-09,4357
10024596483,2018-09,106
10024597140,2018-09,1969
10024597657,2018-09,321
10024602164,2018-09,471
10024603110,2018-09,13
10024604173,2018-09,67
10024604361,2018-09,2
10024605227,2018-09,733
10024616033,2018-08,1
10024616033,2018-09,33483
10024616123,2018-09,22213
10024616628,2018-09,33
10024616734,2018-09,481
10024616838,2018-09,2
10024617133,2018-09,1
10024617203,2018-09,6
10024619078,2018-09,1
10024619635,2018-09,53
10024620557,2018-09,1
10024623326,2018-09,1
10024625195,2018-09,7
10024629438,2018-09,480
10024631728,2018-09,1
10024638055,2018-09,4
10024641718,2018-09,37608
10024643460,2018-09,1
10024644501,2018-09,6
10024645055,2018-09,8178
10024649352,2018-09,5928
10024650494,2018-09,7164
10024651809,2018-09,1037
10024654779,2018-09,4
10024656677,2018-09,262
10024667413,2018-09,52
10024670668,2018-09,4
10024671413,2018-09,218
10024671761,2018-09,4912
10024672022,2018-09,3
10024672341,2018-09,1
10024676812,2018-09,2
