no_mec,month,IDCARD,amt_1st
10014961761,2018-06,1541,295.5241741935478
10014961761,2018-07,663,261.8919104477614
10014961761,2018-08,442,244.88434004474277
10014961761,2018-09,253,241.54484251968498
10014971429,2017-09,343,8466.944887640451
10014971429,2017-10,326,7865.478533724339
10014971429,2018-01,227,5893.5850597609515
10014986483,2018-06,2,8.505
10014986483,2018-09,1,10.01
10015002061,2017-09,473,577.7981198347112
10015002061,2017-10,426,548.1156787330317
10015002061,2018-01,134,392.6025714285715
10015002061,2018-02,99,416.2856190476191
10015002061,2018-03,85,549.1496739130433
10015002061,2018-04,54,372.25719298245616
10015002061,2018-06,39,727.7241463414634
10015002061,2018-07,32,405.13393939393933
10015002061,2018-08,25,287.5124
10015002061,2018-09,18,564.1231578947368
10015007777,2017-09,7378,379.833287262873
10015007777,2017-10,12927,379.3410264542081
10015007777,2018-01,1,0.01
10015023091,2017-09,5503,1201.531352770735
10015023091,2017-10,7256,1631.0140328221669
10015042435,2017-09,3,345.0466666666667
10015042435,2017-10,3,7127.329999999999
10015071983,2017-09,14725,1138.9851507439312
10015071983,2017-10,80022,1115.9877082030312
10015071983,2018-01,3346,586.6150727650722
10015071983,2018-02,2790,603.2413319238908
10015071983,2018-03,800,946.8342092746738
10015071983,2018-04,434,1327.859487750557
10015071983,2018-06,9,557.2433333333333
10015071983,2018-07,6,465.15166666666664
10015071983,2018-08,5,567.682
10015071983,2018-09,8,532.4844444444445
10015078231,2017-09,2,1240.6399999999999
10015078231,2017-10,4,968.7349999999999
10015078231,2018-01,3,203.62666666666667
10015078231,2018-02,3,203.62666666666667
10015078231,2018-03,42,401.7419047619046
10015078231,2018-04,34,406.5344117647059
10015078231,2018-06,204,325.6825490196077
10015078231,2018-07,206,323.7083009708736
10015078231,2018-08,208,324.1327884615382
10015078231,2018-09,193,324.52088082901525
10015089427,2017-09,2549,561.8882588235289
10015089427,2017-10,5908,515.8131771273925
10015089427,2018-01,13418,543.5083226183542
10015089427,2018-02,21614,465.2411907164581
10015089427,2018-03,32756,497.0111284365212
10015089427,2018-04,31514,515.358338933053
10015089427,2018-06,17704,613.6680951848482
10015089427,2018-07,14112,599.9910962585794
10015089427,2018-08,17925,556.1612420701183
10015089427,2018-09,16416,608.0262712688407
10015103354,2017-09,23092,1000.3424095165658
10015103354,2017-10,33956,1008.062777001455
10015116321,2018-01,2,0.06999999999999999
10015116321,2018-02,4,2172.5
10015116321,2018-03,1,0.01
10015116321,2018-04,3,507.33666666666664
10015117411,2017-09,1,2.1
10015117411,2017-10,7060,611.2124603399363
10015117411,2018-01,50910,695.6282270612693
10015117411,2018-02,36477,711.5205081378163
10015117411,2018-03,17348,710.58214536252
10015133531,2018-01,4948,775.0364687126345
10015133531,2018-02,704,948.7142857142857
10015133531,2018-03,179,2760.8882681564246
10015133531,2018-04,18,3185.9444444444443
10015139460,2017-09,1,0.01
10015139460,2017-10,3,733.3666666666667
10015139460,2018-01,110765,1435.236813461451
10015139460,2018-02,316783,733.9005523217273
10015139460,2018-03,392729,603.8153243806862
10015139460,2018-04,18160,1965.0096982378857
10015147303,2017-09,929,1954.1553148345808
10015147303,2017-10,1166,1907.8052721088459
10015147303,2018-01,1261,1811.022955433933
10015147303,2018-02,1134,1810.1561884183236
10015147303,2018-03,943,1684.829530271401
10015147303,2018-04,722,1574.4226766304362
10015147303,2018-06,366,1521.751752021564
10015147303,2018-07,236,1586.394208333333
10015147303,2018-08,143,1695.0697945205466
10015147303,2018-09,89,1857.47617977528
10015179366,2017-09,159,18430.245283018867
10015185541,2018-01,1,0.1
10015191453,2018-01,14511,1508.3520812392276
10015191453,2018-02,11491,1535.8525358726229
10015191453,2018-03,2734,1952.9725437956267
10015191453,2018-04,242,2208.685165289256
10015191453,2018-06,3072,3145.5958867556005
10015191453,2018-08,7,1170.5557142857142
10015205935,2017-09,1,302.0
10015205935,2017-10,73891,472.38902354084496
10015205935,2018-01,7,1119.2857142857142
10015205935,2018-02,6,963.0016666666667
10015205935,2018-03,6817,550.0111350637942
10015205935,2018-04,1,189.0
10015205935,2018-06,1,2278.0
10015307974,2017-09,21408,1680.645914073203
10015307974,2017-10,42362,1689.433258570449
10015307974,2018-01,25411,1862.2021551787468
10015307974,2018-02,14139,1851.9820940904415
10015307974,2018-03,2787,1590.1615316238913
10015307974,2018-04,7376,1420.6593916298611
10015307974,2018-06,45732,1143.3492663968302
10015307974,2018-07,13634,1216.3061332947927
10015307974,2018-08,1581,1266.1320073891725
10015307974,2018-09,52,1219.6934615384616
10015375255,2017-09,1,1000.0
10015375255,2017-10,8,11825.125
10015390594,2018-01,1576,772.6704190118825
10015390594,2018-02,1077,1000.7421150278293
10015390594,2018-03,1209,1000.0
10015390594,2018-04,2645,1000.0
10015390594,2018-06,3093,1018.2670546395086
10015391275,2017-09,28,5005.967878787879
10015391275,2017-10,153,8613.051212121212
10015391275,2018-01,943,8865.530291545208
10015391275,2018-02,534,9047.62358208956
10015391275,2018-03,775,8414.914916559714
10015391275,2018-04,803,8055.434074534184
10015391275,2018-06,1327,8580.263122205684
10015391275,2018-07,2575,7082.1985186595775
10015391275,2018-08,5742,7261.967881598892
10015391275,2018-09,6187,6530.316542762603
10015399459,2017-09,71,540.2323943661971
10015399459,2017-10,59,681.7881355932203
10015399459,2018-01,133,1457.2954887218045
10015399459,2018-02,5,1897.2
10015399459,2018-03,3,2489.2
10015399459,2018-04,4,3218.6
10015404404,2017-09,57,20922.106034482757
10015404404,2017-10,171,19078.414751381217
10015404404,2018-06,545,10474.735911179167
10015404404,2018-07,555,10438.244901065442
10015404404,2018-08,531,10580.029420289848
10015404404,2018-09,487,10087.500805008935
10015406499,2017-09,5315,1008.1299466224922
10015406499,2017-10,29098,1040.433152675277
10015406499,2018-01,15321,1979.479928883669
10015406499,2018-02,110,1328.5803636363637
10015406499,2018-03,59,1330.8196721311476
10015406499,2018-04,25,1768.8461538461538
10015406499,2018-06,14,2028.5714285714287
10015406499,2018-07,8,2300.0
10015441728,2017-10,2,1555.625
10015441728,2018-01,4755,2950.2873896829715
10015441728,2018-02,123,3057.1234375000017
10015441728,2018-03,45,2782.543191489361
10015441728,2018-04,1259,1228.7356304520167
10015441728,2018-06,18634,1404.0889108752506
10015441728,2018-07,41905,1441.1142859496226
10015441728,2018-08,55098,1416.485731365619
10015441728,2018-09,70237,1487.9197965416402
10015444645,2017-10,7785,1279.9052477110338
10015444645,2018-01,13777,429.01984527220503
10015444645,2018-02,1856,872.5121846484151
10015444645,2018-03,2514,947.6533161852013
10015444645,2018-04,883,462.9596617812852
10015468467,2017-09,2,0.01
10015468467,2017-10,347,1685.3139193083578
10015468467,2018-01,440,1359.517968397291
10015468467,2018-02,728,2514.479291443852
10015468467,2018-03,792,3086.848880597018
10015468467,2018-04,1009,3573.1469688109155
10015468467,2018-06,2515,4034.622988505746
10015468467,2018-07,2197,4113.961244343892
10015468467,2018-08,1693,4105.067065409554
10015468467,2018-09,1591,4120.287206528566
10015478566,2017-09,8,537.0
10015478566,2017-10,5,1133.15
10015478566,2018-01,163,821.3000000000001
10015478566,2018-02,100,485.6803883495146
10015478566,2018-03,5,1783.0
10015479596,2017-09,1244,1781.3441800643088
10015479596,2017-10,15181,1844.3084977034957
10015479596,2018-01,1641,1125.7808830694275
10015479596,2018-02,612,1293.6999346405228
10015479596,2018-03,561,1168.4421746880566
10015479596,2018-04,1592,866.9326095118906
10015479596,2018-06,453,1442.98203090508
10015479596,2018-07,415,1525.4793012048194
10015479596,2018-08,215,1136.776279069767
10015479596,2018-09,107,1105.171401869159
10015491859,2017-10,4,1.5025
10015491859,2018-01,2933,5799.633356001363
10015491859,2018-03,1,5000.0
10015491859,2018-06,1,50.005
10015491859,2018-07,241,4692.945767634852
10015491859,2018-08,705,5601.50581329562
10015491859,2018-09,871,4407.947502863692
10015516402,2017-09,2,1.505
10015516402,2017-10,1,3.0
10015516402,2018-01,130,2870.39423076923
10015516402,2018-02,130,2575.2840151515156
10015516402,2018-03,104,3374.8817307692307
10015516402,2018-04,222,4609.079461883407
10015516402,2018-06,460,4032.2177801724183
10015516402,2018-07,478,4279.705590062115
10015516402,2018-08,497,4471.5944064386385
10015516402,2018-09,516,4753.27708494209
10015519625,2018-01,2,499.26
10015519625,2018-03,1,135.17
10015519625,2018-04,1,2010.24
10015519625,2018-06,8,2503.57625
10015519625,2018-07,14,4284.931428571429
10015519625,2018-08,12,3542.441666666666
10015519625,2018-09,11,7862.5025
10015525578,2017-09,9,100.8
10015525578,2017-10,66,505.0
10015525578,2018-01,1859,1357.4786780383795
10015525578,2018-02,1702,2636.1687170474515
10015525578,2018-03,1711,2900.3658536585367
10015525578,2018-04,185,533.4736842105264
10015525578,2018-06,317,534.0062111801242
10015525578,2018-07,222,531.5929203539823
10015525578,2018-08,166,523.546511627907
10015525578,2018-09,123,515.952380952381
10015528022,2017-10,4,3.7
10015528022,2018-01,5746,1629.697108328986
10015528022,2018-02,3447,1184.3040353930953
10015528022,2018-03,2570,2042.6933852140078
10015528022,2018-04,661,4047.733736762481
10015533876,2017-09,34740,890.0326207194305
10015533876,2017-10,268818,974.2542911309941
10015533876,2018-01,228972,1076.2831778143836
10015533876,2018-03,12500,1117.9281153507995
10015533876,2018-04,20006,1141.2727806658193
10015533876,2018-06,502,840.1465139442189
10015533876,2018-07,351,852.9917094017096
10015533876,2018-08,2544,1052.9949135220158
10015533876,2018-09,260,1047.8802307692313
10015534988,2017-10,2,4650.305
10015534988,2018-01,107,2158.086542056075
10015534988,2018-02,631,2011.4841362916006
10015534988,2018-03,778,2058.5842327365735
10015534988,2018-04,572,2111.332121739131
10015537034,2018-01,196913,468.7877656565321
10015537034,2018-02,204278,449.0996410920085
10015537034,2018-03,26000,401.83018025258093
10015537034,2018-04,4519,452.7030481874432
10015537034,2018-06,66,443.6865151515151
10015537034,2018-07,959,618.2686339937444
10015537034,2018-08,2580,576.85752421542
10015537034,2018-09,1702,627.8755934195073
10015538643,2017-09,321,1397.489721362231
10015538643,2017-10,2105,1496.1075706214642
10015538643,2018-01,4013,830.8373263629536
10015538643,2018-02,927,685.2367313915859
10015538643,2018-03,15,1323.1259999999997
10015577479,2017-10,46602,1031.2668618082973
10015577479,2018-01,25796,1261.9489890657976
10015577479,2018-02,21865,1259.6840304596158
10015577479,2018-03,31191,1056.8639158150975
10015577479,2018-04,22305,1059.958675422475
10015587907,2017-09,4,250.75
10015587907,2017-10,3846,855.4580554168747
10015587907,2018-01,806,584.1264193168433
10015587907,2018-02,2343,823.1598348856903
10015587907,2018-03,326,721.2438650306749
10015587907,2018-04,3,1050.0
10015642575,2017-09,1,0.01
10015642575,2017-10,1,0.01
10015642575,2018-01,58504,1603.2568737140725
10015642575,2018-02,64829,1882.2142631441648
10015642575,2018-03,71756,2119.35310671306
10015642575,2018-04,80102,1589.2879257520513
10015642575,2018-06,112701,1359.6965331793353
10015642575,2018-07,49641,1738.8807880924953
10015642575,2018-08,11314,4187.352204106821
10015642575,2018-09,75903,1171.5119285170954
10015646823,2017-09,7,6.88
10015646823,2017-10,1,0.015
10015646943,2017-09,86,1060.1744186046512
10015646943,2017-10,2334,1179.463550247117
10015646943,2018-01,169754,135.23682762695137
10015646943,2018-02,79869,339.0827422904755
10015646943,2018-03,104411,347.54362526392225
10015646943,2018-04,24905,61.9670753968254
10015646943,2018-06,109279,68.07862074557215
10015646943,2018-07,9355,813.9485987194302
10015646943,2018-08,3298,1063.4489107413003
10015646943,2018-09,3439,1106.1565284222736
10015648712,2018-01,3,2673.96
10015648712,2018-02,107,1281.9114678899084
10015648712,2018-03,142,49319.984829931964
10015648712,2018-04,2,50000.0
10015648712,2018-06,1,1071.11
10015648712,2018-07,2,2301.455
10015648712,2018-08,108,1166.1737614678902
10015649767,2018-02,5,569.6366666666667
10015649767,2018-03,5,1109.1599999999999
10015649767,2018-04,5,1579.916
10015651289,2018-01,2,0.015
10015651289,2018-03,4,0.01
10015651289,2018-04,2,0.255
10015651289,2018-06,3313,2619.8621809466754
10015651289,2018-07,5521,2834.4624173850466
10015651289,2018-08,5855,2720.456905366501
10015651289,2018-09,4094,2573.781909730646
10015651813,2018-01,1096,1679.5778193430715
10015651813,2018-02,36,3345.1622222222218
10015651813,2018-03,43,3669.6148837209316
10015651813,2018-04,32,4358.7787499999995
10015651813,2018-06,6,4853.94
10015651813,2018-07,5,3499.536
10015651813,2018-08,10,5943.364
10015651813,2018-09,11,6153.203636363637
10015652296,2017-09,2,33.34
10015652296,2017-10,182,2160.6199492385776
10015652296,2018-01,114,3380.84581967213
10015652296,2018-02,79,3392.601647058823
10015652296,2018-03,21,5893.59
10015652296,2018-04,16,7046.365625
10015652296,2018-06,6,14011.289999999999
10015652474,2018-06,1,0.01
10015652923,2018-01,17809,1728.9839800100754
10015653668,2017-09,1,0.01
10015653668,2018-01,1090,1674.3347246891651
10015656638,2017-10,1,0.01
10015656638,2018-01,41,1245.3420000000003
10015656638,2018-02,57,4116.5308474576295
10015656638,2018-03,97,17084.432952380957
10015656638,2018-04,104,5839.193333333336
10015656638,2018-06,188,16603.017566137543
10015656638,2018-07,217,25601.74224669603
10015656638,2018-08,224,32093.050660792906
10015656638,2018-09,213,7612.728967136151
10015656761,2018-06,2,55.0
10015656761,2018-07,98,1353.3712871287128
10015656761,2018-08,201,1035.4541062801932
10015656761,2018-09,274,1152.693950177936
10015657060,2017-09,3,171301.5825
10015657060,2017-10,4,331109.4075
10015657202,2017-10,3,0.018
10015657202,2018-01,64,2063.4553124999998
10015657202,2018-02,14,1925.7857142857142
10015657202,2018-03,9,1751.6677777777777
10015657712,2017-09,2,1.005
10015657712,2017-10,3,1.6019999999999999
10015657712,2018-01,417,1289.0421103117508
10015657712,2018-02,9,1549.0088888888888
10015657712,2018-03,4,1729.0
10015657712,2018-04,5,2000.0
10015658759,2017-09,2,0.01
10015658759,2017-10,5,0.43571428571428555
10015658759,2018-01,3,6.130000000000001
10015674815,2017-10,3,0.01
10015674815,2018-01,32,1503.214375
10015674815,2018-02,306,2171.2206209150318
10015674815,2018-03,441,2235.51925339366
10015674815,2018-04,641,2177.3866043613693
10015674815,2018-06,1002,2332.277711442786
10015674815,2018-07,1312,2336.6881852695474
10015674815,2018-08,1383,2172.8096176046156
10015674815,2018-09,1309,2195.9149848024276
10015676017,2018-01,216,683.9927314814812
10015676017,2018-03,2,516.605
10015676603,2017-09,11,14854.215384615385
10015676603,2017-10,142,24694.717132867136
10015676603,2018-01,3,20945.3
10015676603,2018-02,3,7347.475
10015676603,2018-03,8,4126.777777777777
10015676603,2018-04,2,3100.0
10015676723,2017-10,2,0.01
10015676723,2018-01,2,0.01
10015676723,2018-03,1,0.01
10015676907,2018-01,2096,1430.284884853852
10015676907,2018-02,3143,1396.40609618988
10015676907,2018-03,3156,1448.3641196850394
10015676907,2018-04,5629,1382.9986947331324
10015676907,2018-06,2382,1271.2270982514567
10015676907,2018-07,4173,1268.7389314612062
10015676907,2018-08,3520,1298.1606292517008
10015676907,2018-09,1250,1322.7535537848607
10015676913,2017-10,906,1511.196002190564
10015676913,2018-01,5938,1674.4337540141782
10015676913,2018-02,2983,1781.5489934640796
10015676913,2018-03,1462,1510.9816741790037
10015676913,2018-04,792,1588.0638957816368
10015676913,2018-06,282,1484.01
10015676913,2018-07,218,1546.5551965065504
10015676913,2018-08,160,1582.6231481481498
10015676913,2018-09,14,1645.706428571428
10015676983,2017-10,7,54.35
10015676983,2018-01,35,943.8645454545451
10015676983,2018-02,34,594.140731707317
10015676983,2018-03,25,593.0257142857143
10015676983,2018-04,27,2655.176206896552
10015676983,2018-06,83,1531.3288095238092
10015676983,2018-07,130,2050.3069696969706
10015676983,2018-08,159,1926.6406289308175
10015676983,2018-09,174,1742.1409142857142
10015677328,2018-01,1,0.01
10015688678,2017-10,1,0.01
10015688678,2018-01,139,2009.6875
10015688678,2018-02,14,2871.6071428571427
10015688678,2018-03,1,3575.0
10015688678,2018-04,1,0.01
10015688678,2018-06,3,1175.0080000000003
10015688678,2018-07,2,0.01
10015688678,2018-08,1,7625.0
10015689254,2017-09,1,0.01
10015689254,2017-10,3,69.91250000000001
10015689254,2018-01,52,578.6986538461539
10015689254,2018-02,46,848.6956521739132
10015689254,2018-03,43,1113.2744186046511
10015689254,2018-04,44,1469.316590909091
10015689254,2018-06,42,2155.081904761905
10015689254,2018-07,40,2467.6295
10015689254,2018-08,40,2805.0885
10015689254,2018-09,40,3101.8334999999997
10015689526,2018-01,96,150.52083333333334
10015689550,2017-10,1,1.0
10015691233,2017-09,1,1.0
10015691233,2017-10,7,116.67999999999999
10015691233,2018-01,9796,1994.427256469172
10015691233,2018-02,6116,2179.8862547831636
10015691233,2018-03,4891,2436.859323052273
10015691233,2018-04,768,2915.7837451235373
10015691233,2018-06,19159,2914.1306365408172
10015691233,2018-07,9123,2967.808486457201
10015691233,2018-08,30038,2710.4259029605273
10015691233,2018-09,68200,2769.770104895189
10015691603,2018-01,34,7465.504
10015691603,2018-02,20,8170.3324999999995
10015691603,2018-03,36,9616.417777777779
10015691603,2018-04,33,7437.778529411766
10015691603,2018-06,73,8363.082191780823
10015691603,2018-07,80,7572.565432098766
10015691603,2018-08,101,10771.622772277227
10015691603,2018-09,114,12188.51304347826
10015691684,2017-10,4,125.255
10015691825,2018-03,2,33.34
10015691825,2018-04,3,0.01
10015692453,2017-10,7,276.2525
10015692453,2018-01,2,1420.0
10015692453,2018-02,330,777.7534626038781
10015692453,2018-03,62,1659.7918055555556
10015692600,2017-09,1,0.01
10015692600,2017-10,29234,214.6746133589035
10015692600,2018-01,594,25.805925925925983
10015692600,2018-02,62,17.895645161290314
10015693181,2017-09,149,3214.4382550335577
10015693181,2017-10,2180,2557.7302568807136
10015693181,2018-01,151,5535.884701986758
10015693181,2018-02,127,4416.106062992128
10015693181,2018-03,135,3531.6585185185195
10015693181,2018-04,198,3839.765050505053
10015693181,2018-06,408,6074.576397058817
10015693181,2018-07,1503,4383.94965402527
10015693181,2018-08,12120,2472.328764230271
10015693181,2018-09,36551,2525.542737043632
10015693223,2017-09,8,939.0625
10015693223,2017-10,1175,1054.0568718381114
10015693223,2018-01,413,1300.0800484261504
10015693307,2017-10,1,0.515
10015694567,2018-01,91,1004.5544554455446
10015694567,2018-02,9,1040.0
10015695146,2018-03,2,0.01
10015695146,2018-04,5,3831.5485714285714
10015695146,2018-06,3,3136.085
10015696355,2018-03,90,785.6043956043956
10015696355,2018-04,366,797.8612021857924
10015696355,2018-06,864,732.5479306358383
10015696355,2018-07,1248,731.0137060702875
10015696355,2018-08,1661,737.5899038461539
10015696355,2018-09,1621,744.2337854500616
10015700337,2018-01,7,720.9585714285713
10015700337,2018-02,10,996.475
10015703153,2018-01,415,1023.3952757793749
10015703153,2018-02,385,1071.6264935064921
10015703153,2018-03,368,1168.6263315217384
10015703153,2018-04,326,1350.5876073619615
10015704199,2018-01,16860,1761.1114426326749
10015704199,2018-02,1203,2320.134164588528
10015704199,2018-03,3,0.01
10015704199,2018-07,5193,2621.0202848893155
10015704199,2018-08,229,2489.7355744680854
10015704199,2018-09,565,2653.0697879858653
10015706162,2018-01,4531,1165.1401522842639
10015706162,2018-02,6987,1242.6983688348819
10015706162,2018-03,13708,1170.1661667395422
10015706162,2018-04,36795,1209.9736735524846
10015706162,2018-06,45376,1526.5263792079859
10015706162,2018-07,51931,1375.0407416573069
10015706162,2018-08,75750,1374.2009800304033
10015706162,2018-09,49503,1438.1455053936058
10015706373,2018-03,1,0.01
10015728701,2017-10,9,6.762499999999999
10015728701,2018-01,4,17.651666666666667
10015728701,2018-02,1,100.0
10015728701,2018-03,9,933.8700000000001
10015728701,2018-04,5,12.596
10015728701,2018-06,6,3.3414285714285716
10015728701,2018-07,6,8.04625
10015728701,2018-08,4,5.037999999999999
10015728701,2018-09,4,4.103333333333333
10015750661,2018-01,1,10.0
10015750661,2018-02,2,100.28
10015763879,2018-01,6998,1572.4672586764043
10015763879,2018-02,4399,1310.6468691795974
10015763879,2018-03,5109,1182.2358338087288
10015763879,2018-04,8759,1111.3856166815408
10015763879,2018-06,28595,1146.239445437095
10015763879,2018-07,31882,903.6823199951452
10015763879,2018-08,27326,891.4026308520412
10015763879,2018-09,23590,939.3158122862701
10015764273,2018-01,2,9.095
10015764273,2018-02,7,1168.0500000000002
10015764273,2018-03,80,1368.9106250000007
10015764273,2018-04,210,1397.8451754385956
10015764273,2018-06,315,1251.1107507507484
10015764273,2018-07,324,1307.9421958456942
10015764273,2018-08,311,1309.30817337461
10015764273,2018-09,311,1295.6633538461513
10015764787,2018-01,12352,105.32972797927461
10015764787,2018-02,12112,97.1235964332893
10015764787,2018-03,2913,207.42395125300376
10015764787,2018-04,1205,80.5843153526971
10015764787,2018-06,10,32.95363636363636
10015764787,2018-07,108,87.44348623853212
10015764787,2018-08,88,562.4062921348315
10015764787,2018-09,3,1.3575
10015767991,2018-01,6592,1905.0023609067287
10015767991,2018-02,5472,1904.313543741095
10015767991,2018-03,844,1927.2796017699286
10015767991,2018-04,217,1216.1651965065498
10015767991,2018-06,12550,1049.8510234807634
10015767991,2018-07,35544,1053.3757591669846
10015767991,2018-08,47731,1035.8336515538203
10015767991,2018-09,36194,992.909450499118
10015768245,2018-01,1482,597.3461538461538
10015768245,2018-02,1109,259.990261496844
10015768245,2018-03,2250,89.61288888888889
10015768245,2018-04,2330,87.19055793991416
10015768245,2018-06,1767,58.12337294850028
10015768245,2018-07,1373,26.139839766933722
10015771984,2018-01,319,1305.6549999999993
10015771984,2018-02,304,1633.579153094463
10015771984,2018-03,301,1958.413289036545
10015771984,2018-04,300,2274.7322259136204
10015771984,2018-06,300,2911.7226666666675
10015772018,2017-10,2,712.5
10015772018,2018-01,616,881.2744246353324
10015772018,2018-02,210,834.9047619047619
10015772018,2018-03,281,953.2307117437723
10015772018,2018-04,190,1313.221052631579
10015772018,2018-06,234,2149.0982905982905
10015790921,2018-03,10948,574.4480599196354
10015790921,2018-04,37103,862.1619225393945
10015790921,2018-06,26983,1059.8068837225476
10015790921,2018-07,24773,1137.7785878984703
10015790921,2018-08,22028,1169.3005336595227
10015790921,2018-09,17556,1081.9623297491207
10015791021,2018-01,7173,1124.7319919433353
10015791021,2018-02,6360,1155.8778483190074
10015791021,2018-03,15764,958.6149643780435
10015791021,2018-04,7702,1367.9860941896122
10015791021,2018-06,10732,664.7406802973971
10015791021,2018-07,13482,722.0046002368985
10015791021,2018-08,9941,542.1241071787632
10015791021,2018-09,8608,950.6678932095149
10015791209,2018-01,1,0.1
10015791209,2018-02,29,1203.9363333333333
10015791209,2018-03,11957,1247.601769079908
10015791209,2018-04,8476,1143.1595686640217
10015799633,2018-02,2,1.0
10015799633,2018-06,1,688.57
10015799633,2018-07,1,686.77
10015799633,2018-08,1,229.2
10015799633,2018-09,1,229.2
10015810174,2017-10,4,1175.422
10015810174,2018-01,4422,1367.57350586756
10015810174,2018-02,79,245.8987341772152
10015810174,2018-03,243,411.31879032258075
10015810174,2018-04,5053,1138.0098800541814
10015810174,2018-06,17348,1418.2783573763993
10015810174,2018-07,18565,1488.965049401571
10015810174,2018-08,17258,2047.715014224104
10015810174,2018-09,9238,2122.995491550701
10015812165,2017-10,1,20.0
10015812165,2018-01,9578,2000.7941096317866
10015812165,2018-02,9373,1965.51015965939
10015812165,2018-03,8662,1950.7829559603292
10015812165,2018-04,6246,1879.4471343999905
10015812165,2018-06,3877,1737.5380758318236
10015812165,2018-07,5019,1737.1536247759338
10015812165,2018-08,6924,1775.5552339012313
10015812165,2018-09,6799,1774.631358623726
10015815831,2018-01,2,0.01
10015815831,2018-03,3,0.01
10015815831,2018-04,2,0.01
10015815831,2018-06,1,9.04
10015815831,2018-07,1,1.87
10015815831,2018-08,1,1.74
10015815831,2018-09,1,1.74
10015830843,2018-01,11891,1768.1558321419561
10015830843,2018-02,11533,1652.9526575912598
10015830843,2018-03,11462,1661.7485604606527
10015830843,2018-04,11395,1344.925405879772
10015835603,2018-01,4,0.01
10015835603,2018-02,4,0.01
10015835603,2018-03,3,0.01
10015835603,2018-04,2,0.01
10015862359,2018-01,7499,1137.4724910035984
10015862359,2018-02,250,1579.6161200000001
10015864341,2018-01,445,1340.4782022471925
10015866424,2018-04,1,0.08
10015866424,2018-06,1740,142.0837643678161
10015866424,2018-07,3407,143.1644131455399
10015866424,2018-08,4099,142.04377891404923
10015866424,2018-09,3615,148.41189069831623
10015869339,2017-10,2,0.01
10015869339,2018-01,178,522.9325842696629
10015869339,2018-03,18,863.9444444444445
10015873402,2018-01,3,0.024999999999999998
10015873402,2018-02,1,0.1
10015873450,2018-03,2,3.34
10015873450,2018-04,1,218.2
10015874209,2018-01,2,2470.0
10015874731,2018-01,18908,1322.797273736521
10015874731,2018-02,30,1610.486875
10015874731,2018-03,129,1891.9903759398494
10015874731,2018-04,18613,654.3005919003107
10015874731,2018-06,63,2632.305396825398
10015874731,2018-07,5,2048.8959999999997
10015874731,2018-08,9,2436.831111111111
10015874731,2018-09,9,2327.905555555555
10015875602,2018-01,8325,3330.8307379500047
10015875602,2018-02,5951,6052.687688172016
10015875602,2018-03,3582,4395.562987736883
10015875602,2018-04,112,4349.865446428573
10015875602,2018-06,102,5715.14754901961
10015875602,2018-07,57,17760.896666666667
10015875602,2018-08,9,24730.57777777778
10015877464,2018-01,4456,1895.3646768402155
10015877464,2018-03,2,3.0025
10015878630,2018-01,194,2563.4200000000005
10015878630,2018-02,158,1488.4448749999992
10015878630,2018-03,496,767.489497991968
10015878630,2018-06,35906,1445.8617609347405
10015878630,2018-07,51606,1395.465768279385
10015878630,2018-08,45522,1506.6814769540852
10015878630,2018-09,65537,1466.7830566752818
10015879024,2017-10,1,100.0
10015880720,2018-08,325,1352.2305740181268
10015880720,2018-09,667,1241.6404592592592
10015880840,2018-06,188,1129.4243902439025
10015880840,2018-07,209,1020.5071296296296
10015880840,2018-08,112,1101.6491228070176
10015880840,2018-09,31,1218.0
10015888608,2018-01,4659,1629.7622274678067
10015888608,2018-06,3085,1665.887265954008
10015888608,2018-07,30267,1988.307210703224
10015888608,2018-08,36840,1855.005343243811
10015888608,2018-09,34966,1587.0065820281873
10015911459,2018-01,4090,313.9871344743261
10015911459,2018-03,1852,580.3298002159825
10015911459,2018-09,3,661.6333333333333
10015916166,2018-01,62855,50.01638692228144
10015916365,2018-01,21172,50.0
10015916365,2018-02,20852,50.0
10015916365,2018-03,20825,50.0
10015916365,2018-04,20707,50.0
10015921623,2018-01,1967,1575.5361667513982
10015921623,2018-02,776,1590.7345360824743
10015921623,2018-03,3,1600.0
10015923677,2018-01,5186,3693.5047263969273
10015923677,2018-02,1335,666.8664794007485
10015923840,2018-01,1,0.01
10015923840,2018-06,3,0.01
10015923840,2018-07,3,3.733333333333333
10015923840,2018-08,1,100.0
10015923927,2018-09,310,1494.5257877813506
10015924266,2018-01,6509,924.1245404411765
10015924266,2018-02,8499,903.3218134957825
10015924266,2018-03,8439,919.5139362577913
10015924266,2018-04,14737,925.166711481581
10015924266,2018-06,32003,910.2434287383178
10015924266,2018-07,34626,904.8002579087442
10015924266,2018-08,30695,889.1210330754706
10015924266,2018-09,25923,901.5244937005884
10015925527,2018-01,139,2604.6167857142877
10015925527,2018-02,164,3292.532754491019
10015925527,2018-03,121,3472.4702380952385
10015925527,2018-04,134,3520.3839855072465
10015925527,2018-06,99,6041.936899999998
10015925527,2018-07,99,8354.826960784316
10015925527,2018-08,86,12993.490697674419
10015925527,2018-09,82,8341.884096385544
10015936693,2018-01,488,524.3883606557376
10015936693,2018-02,217,262.46281105990784
10015936693,2018-03,2,3000.0
10015944928,2018-01,182,2347.7789010989013
10015944928,2018-02,22,2400.0
10015944928,2018-03,1,2400.0
10015946267,2018-02,15,5825.666666666666
