no_mec,month,IDCARD,amt_1st
10014804708,2018-04,13197,1315.0452015456888
10014804708,2018-06,14222,1448.6820158908736
10014804708,2018-07,17315,1389.839686399076
10014804708,2018-08,6235,1583.8755990376903
10014809503,2017-09,29358,392.2044651067735
10014809503,2017-10,15110,406.49027454353245
10014809503,2018-01,67,2445.7316417910447
10014809503,2018-06,1,0.01
10014850600,2017-09,171986,1316.3375207846977
10014850600,2017-10,137262,1478.5426574798933
10014850600,2018-01,18083,569.5323555752116
10014850600,2018-02,6111,1108.1445482713643
10014850600,2018-03,4829,865.1962683785462
10014850600,2018-04,9860,846.9918990165268
10014850600,2018-06,10932,1239.5892064362743
10014850600,2018-07,9337,1266.649880047131
10014850600,2018-08,1181,955.4774767146524
10014850600,2018-09,1962,985.8451008064552
10014854591,2018-01,46136,2102.8988642275012
10014854591,2018-02,70514,2486.391418402507
10014854591,2018-03,69657,3082.6965764731212
10014854591,2018-04,67493,4131.438600909616
10014854591,2018-06,67070,2474.196920003578
10014854591,2018-07,47888,380.44767393301595
10014854591,2018-08,47471,410.60726698262243
10014854591,2018-09,45752,265.9570766675409
10014855246,2017-09,1724,2402.4445864661657
10014855246,2017-10,1516,3421.986114775727
10014855246,2018-01,2121,3514.802932330831
10014855246,2018-02,199,17912.910048780497
10014855246,2018-03,356,9483.520633608814
10014855246,2018-04,3879,2302.4917081850526
10014855246,2018-06,597,4374.125172981877
10014855246,2018-07,24440,1342.321405478222
10014855246,2018-08,50261,1441.3613215511432
10014855246,2018-09,123598,966.609927365586
10014880928,2017-09,1847,1138.1105121293801
10014880928,2017-10,5244,1156.8386492641905
10014880928,2018-01,7576,1992.9878563885957
10014887496,2018-01,2,361.74
10014887496,2018-02,1,723.47
10014887496,2018-03,1,723.47
10014887496,2018-04,1,723.47
10014898623,2017-10,2,1.5
10014898623,2018-01,2,0.01
10014905156,2017-09,209785,1795.466680703106
10014905156,2017-10,285825,1799.9753865249934
10014905156,2018-01,288,1547.1119723183388
10014905156,2018-02,46,1625.4945652173913
10014905156,2018-03,35,1798.6857142857143
10014905156,2018-04,28,2153.5535714285716
10014905156,2018-06,24,2236.0
10014905156,2018-07,12,1900.0008333333335
10014910226,2017-10,1,1000.0
10014961761,2017-09,30780,374.8901718457393
10014961761,2017-10,27623,380.6555111447221
10014961761,2018-01,17988,427.25178475532744
10014961761,2018-02,12436,402.7984092529533
10014961761,2018-03,8871,377.022934577366
10014961761,2018-04,5747,336.61663351054705
